frame,file_loc,category,sub_index,folder
136,top_right/origin/top_right_136.png,origin,0,top_right
137,top_right/origin/top_right_137.png,origin,0,top_right
138,top_right/origin/top_right_138.png,origin,0,top_right
139,top_right/origin/top_right_139.png,origin,0,top_right
140,top_right/origin/top_right_140.png,origin,0,top_right
141,top_right/origin/top_right_141.png,origin,0,top_right
142,top_right/origin/top_right_142.png,origin,0,top_right
143,top_right/origin/top_right_143.png,origin,0,top_right
144,top_right/origin/top_right_144.png,origin,0,top_right
145,top_right/origin/top_right_145.png,origin,0,top_right
146,top_right/origin/top_right_146.png,origin,0,top_right
147,top_right/origin/top_right_147.png,origin,0,top_right
148,top_right/origin/top_right_148.png,origin,0,top_right
149,top_right/origin/top_right_149.png,origin,0,top_right
