frame,file_loc,category,sub_index,folder,bbox
5,004a_Positive X (Fish Front)/mask_full/image_5_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[470, 211, 576, 331]"
5,004a_Positive X (Fish Front)/bbox-masked_image/image_5_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[470, 211, 576, 331]"
6,004a_Positive X (Fish Front)/cropped/image_6_0.png,cropped,0,004a_Positive X (Fish Front),"[437, 212, 595, 332]"
6,004a_Positive X (Fish Front)/mask/image_6_0_mask.png,mask,0,004a_Positive X (Fish Front),"[437, 212, 595, 332]"
6,004a_Positive X (Fish Front)/mask_full/image_6_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[437, 212, 595, 332]"
6,004a_Positive X (Fish Front)/bbox-masked_image/image_6_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[437, 212, 595, 332]"
7,004a_Positive X (Fish Front)/cropped/image_7_0.png,cropped,0,004a_Positive X (Fish Front),"[433, 211, 616, 331]"
7,004a_Positive X (Fish Front)/mask/image_7_0_mask.png,mask,0,004a_Positive X (Fish Front),"[433, 211, 616, 331]"
7,004a_Positive X (Fish Front)/mask_full/image_7_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[433, 211, 616, 331]"
7,004a_Positive X (Fish Front)/bbox-masked_image/image_7_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[433, 211, 616, 331]"
8,004a_Positive X (Fish Front)/cropped/image_8_0.png,cropped,0,004a_Positive X (Fish Front),"[433, 211, 631, 332]"
8,004a_Positive X (Fish Front)/mask/image_8_0_mask.png,mask,0,004a_Positive X (Fish Front),"[433, 211, 631, 332]"
8,004a_Positive X (Fish Front)/mask_full/image_8_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[433, 211, 631, 332]"
8,004a_Positive X (Fish Front)/bbox-masked_image/image_8_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[433, 211, 631, 332]"
9,004a_Positive X (Fish Front)/cropped/image_9_0.png,cropped,0,004a_Positive X (Fish Front),"[445, 216, 636, 333]"
9,004a_Positive X (Fish Front)/mask/image_9_0_mask.png,mask,0,004a_Positive X (Fish Front),"[445, 216, 636, 333]"
9,004a_Positive X (Fish Front)/mask_full/image_9_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[445, 216, 636, 333]"
9,004a_Positive X (Fish Front)/bbox-masked_image/image_9_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[445, 216, 636, 333]"
10,004a_Positive X (Fish Front)/cropped/image_10_0.png,cropped,0,004a_Positive X (Fish Front),"[428, 221, 636, 333]"
10,004a_Positive X (Fish Front)/mask/image_10_0_mask.png,mask,0,004a_Positive X (Fish Front),"[428, 221, 636, 333]"
10,004a_Positive X (Fish Front)/mask_full/image_10_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[428, 221, 636, 333]"
10,004a_Positive X (Fish Front)/bbox-masked_image/image_10_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[428, 221, 636, 333]"
11,004a_Positive X (Fish Front)/cropped/image_11_0.png,cropped,0,004a_Positive X (Fish Front),"[427, 225, 636, 334]"
11,004a_Positive X (Fish Front)/mask/image_11_0_mask.png,mask,0,004a_Positive X (Fish Front),"[427, 225, 636, 334]"
11,004a_Positive X (Fish Front)/mask_full/image_11_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[427, 225, 636, 334]"
11,004a_Positive X (Fish Front)/bbox-masked_image/image_11_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[427, 225, 636, 334]"
12,004a_Positive X (Fish Front)/cropped/image_12_0.png,cropped,0,004a_Positive X (Fish Front),"[433, 227, 631, 337]"
12,004a_Positive X (Fish Front)/mask/image_12_0_mask.png,mask,0,004a_Positive X (Fish Front),"[433, 227, 631, 337]"
12,004a_Positive X (Fish Front)/mask_full/image_12_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[433, 227, 631, 337]"
12,004a_Positive X (Fish Front)/bbox-masked_image/image_12_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[433, 227, 631, 337]"
13,004a_Positive X (Fish Front)/cropped/image_13_0.png,cropped,0,004a_Positive X (Fish Front),"[436, 232, 614, 342]"
13,004a_Positive X (Fish Front)/mask/image_13_0_mask.png,mask,0,004a_Positive X (Fish Front),"[436, 232, 614, 342]"
13,004a_Positive X (Fish Front)/mask_full/image_13_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[436, 232, 614, 342]"
13,004a_Positive X (Fish Front)/bbox-masked_image/image_13_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[436, 232, 614, 342]"
14,004a_Positive X (Fish Front)/cropped/image_14_0.png,cropped,0,004a_Positive X (Fish Front),"[435, 231, 581, 347]"
14,004a_Positive X (Fish Front)/mask/image_14_0_mask.png,mask,0,004a_Positive X (Fish Front),"[435, 231, 581, 347]"
14,004a_Positive X (Fish Front)/mask_full/image_14_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[435, 231, 581, 347]"
14,004a_Positive X (Fish Front)/bbox-masked_image/image_14_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[435, 231, 581, 347]"
15,004a_Positive X (Fish Front)/cropped/image_15_0.png,cropped,0,004a_Positive X (Fish Front),"[435, 230, 552, 351]"
15,004a_Positive X (Fish Front)/mask/image_15_0_mask.png,mask,0,004a_Positive X (Fish Front),"[435, 230, 552, 351]"
15,004a_Positive X (Fish Front)/mask_full/image_15_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[435, 230, 552, 351]"
15,004a_Positive X (Fish Front)/bbox-masked_image/image_15_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[435, 230, 552, 351]"
16,004a_Positive X (Fish Front)/cropped/image_16_0.png,cropped,0,004a_Positive X (Fish Front),"[435, 230, 522, 354]"
16,004a_Positive X (Fish Front)/mask/image_16_0_mask.png,mask,0,004a_Positive X (Fish Front),"[435, 230, 522, 354]"
16,004a_Positive X (Fish Front)/mask_full/image_16_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[435, 230, 522, 354]"
16,004a_Positive X (Fish Front)/bbox-masked_image/image_16_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[435, 230, 522, 354]"
17,004a_Positive X (Fish Front)/cropped/image_17_0.png,cropped,0,004a_Positive X (Fish Front),"[433, 230, 519, 358]"
17,004a_Positive X (Fish Front)/mask/image_17_0_mask.png,mask,0,004a_Positive X (Fish Front),"[433, 230, 519, 358]"
17,004a_Positive X (Fish Front)/mask_full/image_17_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[433, 230, 519, 358]"
17,004a_Positive X (Fish Front)/bbox-masked_image/image_17_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[433, 230, 519, 358]"
18,004a_Positive X (Fish Front)/cropped/image_18_0.png,cropped,0,004a_Positive X (Fish Front),"[428, 230, 519, 360]"
18,004a_Positive X (Fish Front)/mask/image_18_0_mask.png,mask,0,004a_Positive X (Fish Front),"[428, 230, 519, 360]"
18,004a_Positive X (Fish Front)/mask_full/image_18_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[428, 230, 519, 360]"
18,004a_Positive X (Fish Front)/bbox-masked_image/image_18_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[428, 230, 519, 360]"
19,004a_Positive X (Fish Front)/cropped/image_19_0.png,cropped,0,004a_Positive X (Fish Front),"[419, 230, 519, 361]"
19,004a_Positive X (Fish Front)/mask/image_19_0_mask.png,mask,0,004a_Positive X (Fish Front),"[419, 230, 519, 361]"
19,004a_Positive X (Fish Front)/mask_full/image_19_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[419, 230, 519, 361]"
19,004a_Positive X (Fish Front)/bbox-masked_image/image_19_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[419, 230, 519, 361]"
20,004a_Positive X (Fish Front)/cropped/image_20_0.png,cropped,0,004a_Positive X (Fish Front),"[405, 229, 520, 363]"
20,004a_Positive X (Fish Front)/mask/image_20_0_mask.png,mask,0,004a_Positive X (Fish Front),"[405, 229, 520, 363]"
20,004a_Positive X (Fish Front)/mask_full/image_20_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[405, 229, 520, 363]"
20,004a_Positive X (Fish Front)/bbox-masked_image/image_20_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[405, 229, 520, 363]"
21,004a_Positive X (Fish Front)/cropped/image_21_0.png,cropped,0,004a_Positive X (Fish Front),"[404, 229, 499, 363]"
21,004a_Positive X (Fish Front)/mask/image_21_0_mask.png,mask,0,004a_Positive X (Fish Front),"[404, 229, 499, 363]"
21,004a_Positive X (Fish Front)/mask_full/image_21_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[404, 229, 499, 363]"
21,004a_Positive X (Fish Front)/bbox-masked_image/image_21_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[404, 229, 499, 363]"
22,004a_Positive X (Fish Front)/cropped/image_22_0.png,cropped,0,004a_Positive X (Fish Front),"[410, 230, 515, 361]"
22,004a_Positive X (Fish Front)/mask/image_22_0_mask.png,mask,0,004a_Positive X (Fish Front),"[410, 230, 515, 361]"
22,004a_Positive X (Fish Front)/mask_full/image_22_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[410, 230, 515, 361]"
22,004a_Positive X (Fish Front)/bbox-masked_image/image_22_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[410, 230, 515, 361]"
23,004a_Positive X (Fish Front)/cropped/image_23_0.png,cropped,0,004a_Positive X (Fish Front),"[405, 230, 519, 361]"
23,004a_Positive X (Fish Front)/mask/image_23_0_mask.png,mask,0,004a_Positive X (Fish Front),"[405, 230, 519, 361]"
23,004a_Positive X (Fish Front)/mask_full/image_23_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[405, 230, 519, 361]"
23,004a_Positive X (Fish Front)/bbox-masked_image/image_23_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[405, 230, 519, 361]"
24,004a_Positive X (Fish Front)/cropped/image_24_0.png,cropped,0,004a_Positive X (Fish Front),"[400, 230, 517, 356]"
24,004a_Positive X (Fish Front)/mask/image_24_0_mask.png,mask,0,004a_Positive X (Fish Front),"[400, 230, 517, 356]"
24,004a_Positive X (Fish Front)/mask_full/image_24_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[400, 230, 517, 356]"
24,004a_Positive X (Fish Front)/bbox-masked_image/image_24_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[400, 230, 517, 356]"
25,004a_Positive X (Fish Front)/cropped/image_25_0.png,cropped,0,004a_Positive X (Fish Front),"[395, 230, 520, 363]"
25,004a_Positive X (Fish Front)/mask/image_25_0_mask.png,mask,0,004a_Positive X (Fish Front),"[395, 230, 520, 363]"
25,004a_Positive X (Fish Front)/mask_full/image_25_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[395, 230, 520, 363]"
25,004a_Positive X (Fish Front)/bbox-masked_image/image_25_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[395, 230, 520, 363]"
26,004a_Positive X (Fish Front)/cropped/image_26_0.png,cropped,0,004a_Positive X (Fish Front),"[389, 230, 518, 364]"
26,004a_Positive X (Fish Front)/mask/image_26_0_mask.png,mask,0,004a_Positive X (Fish Front),"[389, 230, 518, 364]"
26,004a_Positive X (Fish Front)/mask_full/image_26_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[389, 230, 518, 364]"
26,004a_Positive X (Fish Front)/bbox-masked_image/image_26_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[389, 230, 518, 364]"
27,004a_Positive X (Fish Front)/cropped/image_27_0.png,cropped,0,004a_Positive X (Fish Front),"[384, 231, 517, 364]"
27,004a_Positive X (Fish Front)/mask/image_27_0_mask.png,mask,0,004a_Positive X (Fish Front),"[384, 231, 517, 364]"
27,004a_Positive X (Fish Front)/mask_full/image_27_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[384, 231, 517, 364]"
27,004a_Positive X (Fish Front)/bbox-masked_image/image_27_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[384, 231, 517, 364]"
28,004a_Positive X (Fish Front)/cropped/image_28_0.png,cropped,0,004a_Positive X (Fish Front),"[379, 230, 521, 363]"
28,004a_Positive X (Fish Front)/mask/image_28_0_mask.png,mask,0,004a_Positive X (Fish Front),"[379, 230, 521, 363]"
28,004a_Positive X (Fish Front)/mask_full/image_28_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[379, 230, 521, 363]"
28,004a_Positive X (Fish Front)/bbox-masked_image/image_28_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[379, 230, 521, 363]"
29,004a_Positive X (Fish Front)/cropped/image_29_0.png,cropped,0,004a_Positive X (Fish Front),"[373, 230, 522, 363]"
29,004a_Positive X (Fish Front)/mask/image_29_0_mask.png,mask,0,004a_Positive X (Fish Front),"[373, 230, 522, 363]"
29,004a_Positive X (Fish Front)/mask_full/image_29_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[373, 230, 522, 363]"
29,004a_Positive X (Fish Front)/bbox-masked_image/image_29_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[373, 230, 522, 363]"
30,004a_Positive X (Fish Front)/cropped/image_30_0.png,cropped,0,004a_Positive X (Fish Front),"[368, 229, 520, 364]"
30,004a_Positive X (Fish Front)/mask/image_30_0_mask.png,mask,0,004a_Positive X (Fish Front),"[368, 229, 520, 364]"
30,004a_Positive X (Fish Front)/mask_full/image_30_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[368, 229, 520, 364]"
30,004a_Positive X (Fish Front)/bbox-masked_image/image_30_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[368, 229, 520, 364]"
31,004a_Positive X (Fish Front)/cropped/image_31_0.png,cropped,0,004a_Positive X (Fish Front),"[363, 229, 519, 363]"
31,004a_Positive X (Fish Front)/mask/image_31_0_mask.png,mask,0,004a_Positive X (Fish Front),"[363, 229, 519, 363]"
31,004a_Positive X (Fish Front)/mask_full/image_31_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[363, 229, 519, 363]"
31,004a_Positive X (Fish Front)/bbox-masked_image/image_31_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[363, 229, 519, 363]"
32,004a_Positive X (Fish Front)/cropped/image_32_0.png,cropped,0,004a_Positive X (Fish Front),"[358, 229, 521, 364]"
32,004a_Positive X (Fish Front)/mask/image_32_0_mask.png,mask,0,004a_Positive X (Fish Front),"[358, 229, 521, 364]"
32,004a_Positive X (Fish Front)/mask_full/image_32_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[358, 229, 521, 364]"
32,004a_Positive X (Fish Front)/bbox-masked_image/image_32_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[358, 229, 521, 364]"
33,004a_Positive X (Fish Front)/cropped/image_33_0.png,cropped,0,004a_Positive X (Fish Front),"[352, 229, 523, 363]"
33,004a_Positive X (Fish Front)/mask/image_33_0_mask.png,mask,0,004a_Positive X (Fish Front),"[352, 229, 523, 363]"
33,004a_Positive X (Fish Front)/mask_full/image_33_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[352, 229, 523, 363]"
33,004a_Positive X (Fish Front)/bbox-masked_image/image_33_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[352, 229, 523, 363]"
34,004a_Positive X (Fish Front)/cropped/image_34_0.png,cropped,0,004a_Positive X (Fish Front),"[347, 228, 524, 360]"
34,004a_Positive X (Fish Front)/mask/image_34_0_mask.png,mask,0,004a_Positive X (Fish Front),"[347, 228, 524, 360]"
34,004a_Positive X (Fish Front)/mask_full/image_34_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[347, 228, 524, 360]"
34,004a_Positive X (Fish Front)/bbox-masked_image/image_34_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[347, 228, 524, 360]"
35,004a_Positive X (Fish Front)/cropped/image_35_0.png,cropped,0,004a_Positive X (Fish Front),"[343, 228, 525, 359]"
35,004a_Positive X (Fish Front)/mask/image_35_0_mask.png,mask,0,004a_Positive X (Fish Front),"[343, 228, 525, 359]"
35,004a_Positive X (Fish Front)/mask_full/image_35_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[343, 228, 525, 359]"
35,004a_Positive X (Fish Front)/bbox-masked_image/image_35_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[343, 228, 525, 359]"
36,004a_Positive X (Fish Front)/cropped/image_36_0.png,cropped,0,004a_Positive X (Fish Front),"[338, 228, 407, 346]"
36,004a_Positive X (Fish Front)/mask/image_36_0_mask.png,mask,0,004a_Positive X (Fish Front),"[338, 228, 407, 346]"
36,004a_Positive X (Fish Front)/mask_full/image_36_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[338, 228, 407, 346]"
36,004a_Positive X (Fish Front)/bbox-masked_image/image_36_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[338, 228, 407, 346]"
37,004a_Positive X (Fish Front)/cropped/image_37_0.png,cropped,0,004a_Positive X (Fish Front),"[334, 228, 387, 345]"
37,004a_Positive X (Fish Front)/mask/image_37_0_mask.png,mask,0,004a_Positive X (Fish Front),"[334, 228, 387, 345]"
37,004a_Positive X (Fish Front)/mask_full/image_37_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[334, 228, 387, 345]"
37,004a_Positive X (Fish Front)/bbox-masked_image/image_37_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[334, 228, 387, 345]"
38,004a_Positive X (Fish Front)/cropped/image_38_0.png,cropped,0,004a_Positive X (Fish Front),"[329, 228, 382, 346]"
38,004a_Positive X (Fish Front)/mask/image_38_0_mask.png,mask,0,004a_Positive X (Fish Front),"[329, 228, 382, 346]"
38,004a_Positive X (Fish Front)/mask_full/image_38_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[329, 228, 382, 346]"
38,004a_Positive X (Fish Front)/bbox-masked_image/image_38_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[329, 228, 382, 346]"
39,004a_Positive X (Fish Front)/cropped/image_39_0.png,cropped,0,004a_Positive X (Fish Front),"[325, 228, 376, 346]"
39,004a_Positive X (Fish Front)/mask/image_39_0_mask.png,mask,0,004a_Positive X (Fish Front),"[325, 228, 376, 346]"
39,004a_Positive X (Fish Front)/mask_full/image_39_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[325, 228, 376, 346]"
39,004a_Positive X (Fish Front)/bbox-masked_image/image_39_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[325, 228, 376, 346]"
40,004a_Positive X (Fish Front)/cropped/image_40_0.png,cropped,0,004a_Positive X (Fish Front),"[315, 227, 372, 347]"
40,004a_Positive X (Fish Front)/mask/image_40_0_mask.png,mask,0,004a_Positive X (Fish Front),"[315, 227, 372, 347]"
40,004a_Positive X (Fish Front)/mask_full/image_40_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[315, 227, 372, 347]"
40,004a_Positive X (Fish Front)/bbox-masked_image/image_40_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[315, 227, 372, 347]"
41,004a_Positive X (Fish Front)/cropped/image_41_0.png,cropped,0,004a_Positive X (Fish Front),"[315, 227, 368, 347]"
41,004a_Positive X (Fish Front)/mask/image_41_0_mask.png,mask,0,004a_Positive X (Fish Front),"[315, 227, 368, 347]"
41,004a_Positive X (Fish Front)/mask_full/image_41_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[315, 227, 368, 347]"
41,004a_Positive X (Fish Front)/bbox-masked_image/image_41_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[315, 227, 368, 347]"
42,004a_Positive X (Fish Front)/cropped/image_42_0.png,cropped,0,004a_Positive X (Fish Front),"[312, 227, 365, 347]"
42,004a_Positive X (Fish Front)/mask/image_42_0_mask.png,mask,0,004a_Positive X (Fish Front),"[312, 227, 365, 347]"
42,004a_Positive X (Fish Front)/mask_full/image_42_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[312, 227, 365, 347]"
42,004a_Positive X (Fish Front)/bbox-masked_image/image_42_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[312, 227, 365, 347]"
43,004a_Positive X (Fish Front)/cropped/image_43_0.png,cropped,0,004a_Positive X (Fish Front),"[308, 226, 361, 347]"
43,004a_Positive X (Fish Front)/mask/image_43_0_mask.png,mask,0,004a_Positive X (Fish Front),"[308, 226, 361, 347]"
43,004a_Positive X (Fish Front)/mask_full/image_43_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[308, 226, 361, 347]"
43,004a_Positive X (Fish Front)/bbox-masked_image/image_43_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[308, 226, 361, 347]"
44,004a_Positive X (Fish Front)/cropped/image_44_0.png,cropped,0,004a_Positive X (Fish Front),"[305, 226, 367, 347]"
44,004a_Positive X (Fish Front)/mask/image_44_0_mask.png,mask,0,004a_Positive X (Fish Front),"[305, 226, 367, 347]"
44,004a_Positive X (Fish Front)/mask_full/image_44_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[305, 226, 367, 347]"
44,004a_Positive X (Fish Front)/bbox-masked_image/image_44_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[305, 226, 367, 347]"
45,004a_Positive X (Fish Front)/cropped/image_45_0.png,cropped,0,004a_Positive X (Fish Front),"[301, 226, 383, 348]"
45,004a_Positive X (Fish Front)/mask/image_45_0_mask.png,mask,0,004a_Positive X (Fish Front),"[301, 226, 383, 348]"
45,004a_Positive X (Fish Front)/mask_full/image_45_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[301, 226, 383, 348]"
45,004a_Positive X (Fish Front)/bbox-masked_image/image_45_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[301, 226, 383, 348]"
46,004a_Positive X (Fish Front)/cropped/image_46_0.png,cropped,0,004a_Positive X (Fish Front),"[297, 225, 402, 349]"
46,004a_Positive X (Fish Front)/mask/image_46_0_mask.png,mask,0,004a_Positive X (Fish Front),"[297, 225, 402, 349]"
46,004a_Positive X (Fish Front)/mask_full/image_46_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[297, 225, 402, 349]"
46,004a_Positive X (Fish Front)/bbox-masked_image/image_46_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[297, 225, 402, 349]"
47,004a_Positive X (Fish Front)/cropped/image_47_0.png,cropped,0,004a_Positive X (Fish Front),"[294, 225, 425, 349]"
47,004a_Positive X (Fish Front)/mask/image_47_0_mask.png,mask,0,004a_Positive X (Fish Front),"[294, 225, 425, 349]"
47,004a_Positive X (Fish Front)/mask_full/image_47_0_mask_full.png,mask_full,0,004a_Positive X (Fish Front),"[294, 225, 425, 349]"
47,004a_Positive X (Fish Front)/bbox-masked_image/image_47_0_bbox-masked.png,bbox-masked,0,004a_Positive X (Fish Front),"[294, 225, 425, 349]"
47,004a_Positive X (Fish Front)/cropped/image_47_1.png,cropped,1,004a_Positive X (Fish Front),"[294, 225, 487, 349]"
47,004a_Positive X (Fish Front)/mask/image_47_1_mask.png,mask,1,004a_Positive X (Fish Front),"[294, 225, 487, 349]"
47,004a_Positive X (Fish Front)/mask_full/image_47_1_mask_full.png,mask_full,1,004a_Positive X (Fish Front),"[294, 225, 487, 349]"
47,004a_Positive X (Fish Front)/bbox-masked_image/image_47_1_bbox-masked.png,bbox-masked,1,004a_Positive X (Fish Front),"[294, 225, 487, 349]"
