frame,file_loc,category,sub_index,folder
30,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_30.png,origin,0,006_Positive Z (Fish Ventral Side)
31,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_31.png,origin,0,006_Positive Z (Fish Ventral Side)
32,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_32.png,origin,0,006_Positive Z (Fish Ventral Side)
33,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_33.png,origin,0,006_Positive Z (Fish Ventral Side)
34,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_34.png,origin,0,006_Positive Z (Fish Ventral Side)
35,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_35.png,origin,0,006_Positive Z (Fish Ventral Side)
36,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_36.png,origin,0,006_Positive Z (Fish Ventral Side)
37,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_37.png,origin,0,006_Positive Z (Fish Ventral Side)
38,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_38.png,origin,0,006_Positive Z (Fish Ventral Side)
39,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_39.png,origin,0,006_Positive Z (Fish Ventral Side)
40,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_40.png,origin,0,006_Positive Z (Fish Ventral Side)
41,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_41.png,origin,0,006_Positive Z (Fish Ventral Side)
42,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_42.png,origin,0,006_Positive Z (Fish Ventral Side)
43,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_43.png,origin,0,006_Positive Z (Fish Ventral Side)
44,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_44.png,origin,0,006_Positive Z (Fish Ventral Side)
45,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_45.png,origin,0,006_Positive Z (Fish Ventral Side)
46,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_46.png,origin,0,006_Positive Z (Fish Ventral Side)
47,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_47.png,origin,0,006_Positive Z (Fish Ventral Side)
48,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_48.png,origin,0,006_Positive Z (Fish Ventral Side)
49,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_49.png,origin,0,006_Positive Z (Fish Ventral Side)
50,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_50.png,origin,0,006_Positive Z (Fish Ventral Side)
51,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_51.png,origin,0,006_Positive Z (Fish Ventral Side)
52,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_52.png,origin,0,006_Positive Z (Fish Ventral Side)
53,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_53.png,origin,0,006_Positive Z (Fish Ventral Side)
54,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_54.png,origin,0,006_Positive Z (Fish Ventral Side)
55,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_55.png,origin,0,006_Positive Z (Fish Ventral Side)
56,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_56.png,origin,0,006_Positive Z (Fish Ventral Side)
57,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_57.png,origin,0,006_Positive Z (Fish Ventral Side)
58,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_58.png,origin,0,006_Positive Z (Fish Ventral Side)
59,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_59.png,origin,0,006_Positive Z (Fish Ventral Side)
60,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_60.png,origin,0,006_Positive Z (Fish Ventral Side)
61,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_61.png,origin,0,006_Positive Z (Fish Ventral Side)
62,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_62.png,origin,0,006_Positive Z (Fish Ventral Side)
63,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_63.png,origin,0,006_Positive Z (Fish Ventral Side)
64,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_64.png,origin,0,006_Positive Z (Fish Ventral Side)
65,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_65.png,origin,0,006_Positive Z (Fish Ventral Side)
66,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_66.png,origin,0,006_Positive Z (Fish Ventral Side)
67,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_67.png,origin,0,006_Positive Z (Fish Ventral Side)
68,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_68.png,origin,0,006_Positive Z (Fish Ventral Side)
69,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_69.png,origin,0,006_Positive Z (Fish Ventral Side)
70,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_70.png,origin,0,006_Positive Z (Fish Ventral Side)
71,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_71.png,origin,0,006_Positive Z (Fish Ventral Side)
72,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_72.png,origin,0,006_Positive Z (Fish Ventral Side)
73,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_73.png,origin,0,006_Positive Z (Fish Ventral Side)
74,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_74.png,origin,0,006_Positive Z (Fish Ventral Side)
75,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_75.png,origin,0,006_Positive Z (Fish Ventral Side)
76,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_76.png,origin,0,006_Positive Z (Fish Ventral Side)
77,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_77.png,origin,0,006_Positive Z (Fish Ventral Side)
78,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_78.png,origin,0,006_Positive Z (Fish Ventral Side)
79,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_79.png,origin,0,006_Positive Z (Fish Ventral Side)
80,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_80.png,origin,0,006_Positive Z (Fish Ventral Side)
81,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_81.png,origin,0,006_Positive Z (Fish Ventral Side)
82,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_82.png,origin,0,006_Positive Z (Fish Ventral Side)
83,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_83.png,origin,0,006_Positive Z (Fish Ventral Side)
84,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_84.png,origin,0,006_Positive Z (Fish Ventral Side)
85,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_85.png,origin,0,006_Positive Z (Fish Ventral Side)
86,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_86.png,origin,0,006_Positive Z (Fish Ventral Side)
87,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_87.png,origin,0,006_Positive Z (Fish Ventral Side)
88,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_88.png,origin,0,006_Positive Z (Fish Ventral Side)
89,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_89.png,origin,0,006_Positive Z (Fish Ventral Side)
90,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_90.png,origin,0,006_Positive Z (Fish Ventral Side)
91,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_91.png,origin,0,006_Positive Z (Fish Ventral Side)
92,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_92.png,origin,0,006_Positive Z (Fish Ventral Side)
93,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_93.png,origin,0,006_Positive Z (Fish Ventral Side)
94,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_94.png,origin,0,006_Positive Z (Fish Ventral Side)
95,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_95.png,origin,0,006_Positive Z (Fish Ventral Side)
96,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_96.png,origin,0,006_Positive Z (Fish Ventral Side)
97,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_97.png,origin,0,006_Positive Z (Fish Ventral Side)
98,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_98.png,origin,0,006_Positive Z (Fish Ventral Side)
99,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_99.png,origin,0,006_Positive Z (Fish Ventral Side)
100,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_100.png,origin,0,006_Positive Z (Fish Ventral Side)
101,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_101.png,origin,0,006_Positive Z (Fish Ventral Side)
102,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_102.png,origin,0,006_Positive Z (Fish Ventral Side)
103,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_103.png,origin,0,006_Positive Z (Fish Ventral Side)
104,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_104.png,origin,0,006_Positive Z (Fish Ventral Side)
105,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_105.png,origin,0,006_Positive Z (Fish Ventral Side)
106,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_106.png,origin,0,006_Positive Z (Fish Ventral Side)
107,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_107.png,origin,0,006_Positive Z (Fish Ventral Side)
108,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_108.png,origin,0,006_Positive Z (Fish Ventral Side)
109,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_109.png,origin,0,006_Positive Z (Fish Ventral Side)
110,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_110.png,origin,0,006_Positive Z (Fish Ventral Side)
111,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_111.png,origin,0,006_Positive Z (Fish Ventral Side)
112,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_112.png,origin,0,006_Positive Z (Fish Ventral Side)
113,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_113.png,origin,0,006_Positive Z (Fish Ventral Side)
114,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_114.png,origin,0,006_Positive Z (Fish Ventral Side)
115,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_115.png,origin,0,006_Positive Z (Fish Ventral Side)
116,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_116.png,origin,0,006_Positive Z (Fish Ventral Side)
117,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_117.png,origin,0,006_Positive Z (Fish Ventral Side)
118,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_118.png,origin,0,006_Positive Z (Fish Ventral Side)
119,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_119.png,origin,0,006_Positive Z (Fish Ventral Side)
120,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_120.png,origin,0,006_Positive Z (Fish Ventral Side)
121,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_121.png,origin,0,006_Positive Z (Fish Ventral Side)
122,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_122.png,origin,0,006_Positive Z (Fish Ventral Side)
123,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_123.png,origin,0,006_Positive Z (Fish Ventral Side)
124,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_124.png,origin,0,006_Positive Z (Fish Ventral Side)
125,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_125.png,origin,0,006_Positive Z (Fish Ventral Side)
126,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_126.png,origin,0,006_Positive Z (Fish Ventral Side)
127,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_127.png,origin,0,006_Positive Z (Fish Ventral Side)
128,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_128.png,origin,0,006_Positive Z (Fish Ventral Side)
129,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_129.png,origin,0,006_Positive Z (Fish Ventral Side)
130,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_130.png,origin,0,006_Positive Z (Fish Ventral Side)
131,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_131.png,origin,0,006_Positive Z (Fish Ventral Side)
132,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_132.png,origin,0,006_Positive Z (Fish Ventral Side)
133,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_133.png,origin,0,006_Positive Z (Fish Ventral Side)
134,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_134.png,origin,0,006_Positive Z (Fish Ventral Side)
135,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_135.png,origin,0,006_Positive Z (Fish Ventral Side)
136,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_136.png,origin,0,006_Positive Z (Fish Ventral Side)
137,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_137.png,origin,0,006_Positive Z (Fish Ventral Side)
138,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_138.png,origin,0,006_Positive Z (Fish Ventral Side)
139,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_139.png,origin,0,006_Positive Z (Fish Ventral Side)
140,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_140.png,origin,0,006_Positive Z (Fish Ventral Side)
141,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_141.png,origin,0,006_Positive Z (Fish Ventral Side)
142,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_142.png,origin,0,006_Positive Z (Fish Ventral Side)
143,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_143.png,origin,0,006_Positive Z (Fish Ventral Side)
144,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_144.png,origin,0,006_Positive Z (Fish Ventral Side)
145,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_145.png,origin,0,006_Positive Z (Fish Ventral Side)
146,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_146.png,origin,0,006_Positive Z (Fish Ventral Side)
147,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_147.png,origin,0,006_Positive Z (Fish Ventral Side)
148,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_148.png,origin,0,006_Positive Z (Fish Ventral Side)
149,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_149.png,origin,0,006_Positive Z (Fish Ventral Side)
150,006_Positive Z (Fish Ventral Side)/origin/006_Positive Z (Fish Ventral Side)_150.png,origin,0,006_Positive Z (Fish Ventral Side)
