frame,file_loc,category,sub_index,folder,bbox
72,006_Positive Z (Fish Ventral Side)/cropped/image_72_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[439, 353, 590, 400]"
72,006_Positive Z (Fish Ventral Side)/mask/image_72_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[439, 353, 590, 400]"
72,006_Positive Z (Fish Ventral Side)/mask_full/image_72_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[439, 353, 590, 400]"
72,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_72_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[439, 353, 590, 400]"
73,006_Positive Z (Fish Ventral Side)/cropped/image_73_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[436, 356, 587, 399]"
73,006_Positive Z (Fish Ventral Side)/mask/image_73_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[436, 356, 587, 399]"
73,006_Positive Z (Fish Ventral Side)/mask_full/image_73_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[436, 356, 587, 399]"
73,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_73_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[436, 356, 587, 399]"
74,006_Positive Z (Fish Ventral Side)/cropped/image_74_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[430, 359, 583, 399]"
74,006_Positive Z (Fish Ventral Side)/mask/image_74_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[430, 359, 583, 399]"
74,006_Positive Z (Fish Ventral Side)/mask_full/image_74_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[430, 359, 583, 399]"
74,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_74_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[430, 359, 583, 399]"
75,006_Positive Z (Fish Ventral Side)/cropped/image_75_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[425, 360, 578, 400]"
75,006_Positive Z (Fish Ventral Side)/mask/image_75_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[425, 360, 578, 400]"
75,006_Positive Z (Fish Ventral Side)/mask_full/image_75_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[425, 360, 578, 400]"
75,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_75_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[425, 360, 578, 400]"
76,006_Positive Z (Fish Ventral Side)/cropped/image_76_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[421, 362, 574, 401]"
76,006_Positive Z (Fish Ventral Side)/mask/image_76_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[421, 362, 574, 401]"
76,006_Positive Z (Fish Ventral Side)/mask_full/image_76_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[421, 362, 574, 401]"
76,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_76_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[421, 362, 574, 401]"
77,006_Positive Z (Fish Ventral Side)/cropped/image_77_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[416, 362, 572, 402]"
77,006_Positive Z (Fish Ventral Side)/mask/image_77_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[416, 362, 572, 402]"
77,006_Positive Z (Fish Ventral Side)/mask_full/image_77_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[416, 362, 572, 402]"
77,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_77_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[416, 362, 572, 402]"
78,006_Positive Z (Fish Ventral Side)/cropped/image_78_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[411, 363, 571, 403]"
78,006_Positive Z (Fish Ventral Side)/mask/image_78_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[411, 363, 571, 403]"
78,006_Positive Z (Fish Ventral Side)/mask_full/image_78_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[411, 363, 571, 403]"
78,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_78_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[411, 363, 571, 403]"
79,006_Positive Z (Fish Ventral Side)/cropped/image_79_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[407, 364, 570, 405]"
79,006_Positive Z (Fish Ventral Side)/mask/image_79_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[407, 364, 570, 405]"
79,006_Positive Z (Fish Ventral Side)/mask_full/image_79_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[407, 364, 570, 405]"
79,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_79_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[407, 364, 570, 405]"
80,006_Positive Z (Fish Ventral Side)/cropped/image_80_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[404, 365, 569, 407]"
80,006_Positive Z (Fish Ventral Side)/mask/image_80_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[404, 365, 569, 407]"
80,006_Positive Z (Fish Ventral Side)/mask_full/image_80_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[404, 365, 569, 407]"
80,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_80_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[404, 365, 569, 407]"
81,006_Positive Z (Fish Ventral Side)/cropped/image_81_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[403, 362, 567, 409]"
81,006_Positive Z (Fish Ventral Side)/mask/image_81_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[403, 362, 567, 409]"
81,006_Positive Z (Fish Ventral Side)/mask_full/image_81_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[403, 362, 567, 409]"
81,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_81_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[403, 362, 567, 409]"
84,006_Positive Z (Fish Ventral Side)/cropped/image_84_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[401, 295, 539, 420]"
84,006_Positive Z (Fish Ventral Side)/mask/image_84_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[401, 295, 539, 420]"
84,006_Positive Z (Fish Ventral Side)/mask_full/image_84_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[401, 295, 539, 420]"
84,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_84_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[401, 295, 539, 420]"
85,006_Positive Z (Fish Ventral Side)/cropped/image_85_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[400, 299, 510, 423]"
85,006_Positive Z (Fish Ventral Side)/mask/image_85_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[400, 299, 510, 423]"
85,006_Positive Z (Fish Ventral Side)/mask_full/image_85_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[400, 299, 510, 423]"
85,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_85_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[400, 299, 510, 423]"
86,006_Positive Z (Fish Ventral Side)/cropped/image_86_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[398, 299, 502, 425]"
86,006_Positive Z (Fish Ventral Side)/mask/image_86_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[398, 299, 502, 425]"
86,006_Positive Z (Fish Ventral Side)/mask_full/image_86_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[398, 299, 502, 425]"
86,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_86_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[398, 299, 502, 425]"
87,006_Positive Z (Fish Ventral Side)/cropped/image_87_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[394, 299, 499, 427]"
87,006_Positive Z (Fish Ventral Side)/mask/image_87_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[394, 299, 499, 427]"
87,006_Positive Z (Fish Ventral Side)/mask_full/image_87_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[394, 299, 499, 427]"
87,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_87_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[394, 299, 499, 427]"
88,006_Positive Z (Fish Ventral Side)/cropped/image_88_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[390, 301, 494, 429]"
88,006_Positive Z (Fish Ventral Side)/mask/image_88_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[390, 301, 494, 429]"
88,006_Positive Z (Fish Ventral Side)/mask_full/image_88_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[390, 301, 494, 429]"
88,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_88_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[390, 301, 494, 429]"
89,006_Positive Z (Fish Ventral Side)/cropped/image_89_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[387, 303, 492, 432]"
89,006_Positive Z (Fish Ventral Side)/mask/image_89_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[387, 303, 492, 432]"
89,006_Positive Z (Fish Ventral Side)/mask_full/image_89_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[387, 303, 492, 432]"
89,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_89_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[387, 303, 492, 432]"
90,006_Positive Z (Fish Ventral Side)/cropped/image_90_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[384, 306, 491, 434]"
90,006_Positive Z (Fish Ventral Side)/mask/image_90_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[384, 306, 491, 434]"
90,006_Positive Z (Fish Ventral Side)/mask_full/image_90_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[384, 306, 491, 434]"
90,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_90_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[384, 306, 491, 434]"
91,006_Positive Z (Fish Ventral Side)/cropped/image_91_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[383, 310, 492, 435]"
91,006_Positive Z (Fish Ventral Side)/mask/image_91_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[383, 310, 492, 435]"
91,006_Positive Z (Fish Ventral Side)/mask_full/image_91_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[383, 310, 492, 435]"
91,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_91_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[383, 310, 492, 435]"
92,006_Positive Z (Fish Ventral Side)/cropped/image_92_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[381, 320, 497, 438]"
92,006_Positive Z (Fish Ventral Side)/mask/image_92_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[381, 320, 497, 438]"
92,006_Positive Z (Fish Ventral Side)/mask_full/image_92_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[381, 320, 497, 438]"
92,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_92_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[381, 320, 497, 438]"
93,006_Positive Z (Fish Ventral Side)/cropped/image_93_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[378, 329, 503, 440]"
93,006_Positive Z (Fish Ventral Side)/mask/image_93_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[378, 329, 503, 440]"
93,006_Positive Z (Fish Ventral Side)/mask_full/image_93_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[378, 329, 503, 440]"
93,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_93_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[378, 329, 503, 440]"
94,006_Positive Z (Fish Ventral Side)/cropped/image_94_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[374, 344, 512, 444]"
94,006_Positive Z (Fish Ventral Side)/mask/image_94_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[374, 344, 512, 444]"
94,006_Positive Z (Fish Ventral Side)/mask_full/image_94_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[374, 344, 512, 444]"
94,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_94_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[374, 344, 512, 444]"
96,006_Positive Z (Fish Ventral Side)/cropped/image_96_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[361, 382, 517, 451]"
96,006_Positive Z (Fish Ventral Side)/mask/image_96_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[361, 382, 517, 451]"
96,006_Positive Z (Fish Ventral Side)/mask_full/image_96_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[361, 382, 517, 451]"
96,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_96_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[361, 382, 517, 451]"
97,006_Positive Z (Fish Ventral Side)/cropped/image_97_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[353, 403, 513, 453]"
97,006_Positive Z (Fish Ventral Side)/mask/image_97_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[353, 403, 513, 453]"
97,006_Positive Z (Fish Ventral Side)/mask_full/image_97_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[353, 403, 513, 453]"
97,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_97_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[353, 403, 513, 453]"
98,006_Positive Z (Fish Ventral Side)/cropped/image_98_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[345, 410, 507, 456]"
98,006_Positive Z (Fish Ventral Side)/mask/image_98_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[345, 410, 507, 456]"
98,006_Positive Z (Fish Ventral Side)/mask_full/image_98_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[345, 410, 507, 456]"
98,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_98_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[345, 410, 507, 456]"
99,006_Positive Z (Fish Ventral Side)/cropped/image_99_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[337, 414, 497, 458]"
99,006_Positive Z (Fish Ventral Side)/mask/image_99_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[337, 414, 497, 458]"
99,006_Positive Z (Fish Ventral Side)/mask_full/image_99_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[337, 414, 497, 458]"
99,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_99_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[337, 414, 497, 458]"
100,006_Positive Z (Fish Ventral Side)/cropped/image_100_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[332, 416, 487, 461]"
100,006_Positive Z (Fish Ventral Side)/mask/image_100_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[332, 416, 487, 461]"
100,006_Positive Z (Fish Ventral Side)/mask_full/image_100_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[332, 416, 487, 461]"
100,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_100_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[332, 416, 487, 461]"
101,006_Positive Z (Fish Ventral Side)/cropped/image_101_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[326, 416, 478, 467]"
101,006_Positive Z (Fish Ventral Side)/mask/image_101_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[326, 416, 478, 467]"
101,006_Positive Z (Fish Ventral Side)/mask_full/image_101_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[326, 416, 478, 467]"
101,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_101_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[326, 416, 478, 467]"
102,006_Positive Z (Fish Ventral Side)/cropped/image_102_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[323, 416, 471, 472]"
102,006_Positive Z (Fish Ventral Side)/mask/image_102_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[323, 416, 471, 472]"
102,006_Positive Z (Fish Ventral Side)/mask_full/image_102_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[323, 416, 471, 472]"
102,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_102_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[323, 416, 471, 472]"
103,006_Positive Z (Fish Ventral Side)/cropped/image_103_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[321, 415, 467, 475]"
103,006_Positive Z (Fish Ventral Side)/mask/image_103_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[321, 415, 467, 475]"
103,006_Positive Z (Fish Ventral Side)/mask_full/image_103_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[321, 415, 467, 475]"
103,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_103_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[321, 415, 467, 475]"
104,006_Positive Z (Fish Ventral Side)/cropped/image_104_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[320, 413, 463, 477]"
104,006_Positive Z (Fish Ventral Side)/mask/image_104_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[320, 413, 463, 477]"
104,006_Positive Z (Fish Ventral Side)/mask_full/image_104_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[320, 413, 463, 477]"
104,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_104_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[320, 413, 463, 477]"
105,006_Positive Z (Fish Ventral Side)/cropped/image_105_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[320, 410, 459, 477]"
105,006_Positive Z (Fish Ventral Side)/mask/image_105_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[320, 410, 459, 477]"
105,006_Positive Z (Fish Ventral Side)/mask_full/image_105_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[320, 410, 459, 477]"
105,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_105_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[320, 410, 459, 477]"
106,006_Positive Z (Fish Ventral Side)/cropped/image_106_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[319, 407, 456, 476]"
106,006_Positive Z (Fish Ventral Side)/mask/image_106_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[319, 407, 456, 476]"
106,006_Positive Z (Fish Ventral Side)/mask_full/image_106_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[319, 407, 456, 476]"
106,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_106_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[319, 407, 456, 476]"
107,006_Positive Z (Fish Ventral Side)/cropped/image_107_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[319, 404, 454, 474]"
107,006_Positive Z (Fish Ventral Side)/mask/image_107_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[319, 404, 454, 474]"
107,006_Positive Z (Fish Ventral Side)/mask_full/image_107_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[319, 404, 454, 474]"
107,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_107_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[319, 404, 454, 474]"
108,006_Positive Z (Fish Ventral Side)/cropped/image_108_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[318, 401, 452, 471]"
108,006_Positive Z (Fish Ventral Side)/mask/image_108_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[318, 401, 452, 471]"
108,006_Positive Z (Fish Ventral Side)/mask_full/image_108_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[318, 401, 452, 471]"
108,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_108_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[318, 401, 452, 471]"
109,006_Positive Z (Fish Ventral Side)/cropped/image_109_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[318, 398, 453, 467]"
109,006_Positive Z (Fish Ventral Side)/mask/image_109_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[318, 398, 453, 467]"
109,006_Positive Z (Fish Ventral Side)/mask_full/image_109_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[318, 398, 453, 467]"
109,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_109_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[318, 398, 453, 467]"
110,006_Positive Z (Fish Ventral Side)/cropped/image_110_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[318, 395, 454, 462]"
110,006_Positive Z (Fish Ventral Side)/mask/image_110_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[318, 395, 454, 462]"
110,006_Positive Z (Fish Ventral Side)/mask_full/image_110_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[318, 395, 454, 462]"
110,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_110_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[318, 395, 454, 462]"
111,006_Positive Z (Fish Ventral Side)/cropped/image_111_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[319, 389, 476, 433]"
111,006_Positive Z (Fish Ventral Side)/mask/image_111_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[319, 389, 476, 433]"
111,006_Positive Z (Fish Ventral Side)/mask_full/image_111_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[319, 389, 476, 433]"
111,006_Positive Z (Fish Ventral Side)/bbox-masked_image/image_111_0_bbox-masked.png,bbox-masked,0,006_Positive Z (Fish Ventral Side),"[319, 389, 476, 433]"
116,006_Positive Z (Fish Ventral Side)/cropped/image_116_0.png,cropped,0,006_Positive Z (Fish Ventral Side),"[319, 322, 424, 427]"
116,006_Positive Z (Fish Ventral Side)/mask/image_116_0_mask.png,mask,0,006_Positive Z (Fish Ventral Side),"[319, 322, 424, 427]"
116,006_Positive Z (Fish Ventral Side)/mask_full/image_116_0_mask_full.png,mask_full,0,006_Positive Z (Fish Ventral Side),"[319, 322, 424, 427]"
