frame,file_loc,category,sub_index,folder,bbox
12,003_Fish Top R/cropped/image_12_0.png,cropped,0,003_Fish Top R,"[0, 155, 39, 215]"
12,003_Fish Top R/mask/image_12_0_mask.png,mask,0,003_Fish Top R,"[0, 155, 39, 215]"
12,003_Fish Top R/mask_full/image_12_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 155, 39, 215]"
12,003_Fish Top R/bbox-masked_image/image_12_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 155, 39, 215]"
12,003_Fish Top R/cropped/image_12_1.png,cropped,1,003_Fish Top R,"[250, 259, 321, 366]"
12,003_Fish Top R/mask/image_12_1_mask.png,mask,1,003_Fish Top R,"[250, 259, 321, 366]"
12,003_Fish Top R/mask_full/image_12_1_mask_full.png,mask_full,1,003_Fish Top R,"[250, 259, 321, 366]"
12,003_Fish Top R/bbox-masked_image/image_12_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[250, 259, 321, 366]"
13,003_Fish Top R/cropped/image_13_0.png,cropped,0,003_Fish Top R,"[213, 214, 270, 257]"
13,003_Fish Top R/mask/image_13_0_mask.png,mask,0,003_Fish Top R,"[213, 214, 270, 257]"
13,003_Fish Top R/mask_full/image_13_0_mask_full.png,mask_full,0,003_Fish Top R,"[213, 214, 270, 257]"
13,003_Fish Top R/bbox-masked_image/image_13_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[213, 214, 270, 257]"
13,003_Fish Top R/cropped/image_13_1.png,cropped,1,003_Fish Top R,"[248, 266, 322, 373]"
13,003_Fish Top R/mask/image_13_1_mask.png,mask,1,003_Fish Top R,"[248, 266, 322, 373]"
13,003_Fish Top R/mask_full/image_13_1_mask_full.png,mask_full,1,003_Fish Top R,"[248, 266, 322, 373]"
13,003_Fish Top R/bbox-masked_image/image_13_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[248, 266, 322, 373]"
14,003_Fish Top R/cropped/image_14_0.png,cropped,0,003_Fish Top R,"[210, 223, 322, 376]"
14,003_Fish Top R/mask/image_14_0_mask.png,mask,0,003_Fish Top R,"[210, 223, 322, 376]"
14,003_Fish Top R/mask_full/image_14_0_mask_full.png,mask_full,0,003_Fish Top R,"[210, 223, 322, 376]"
14,003_Fish Top R/bbox-masked_image/image_14_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[210, 223, 322, 376]"
14,003_Fish Top R/cropped/image_14_1.png,cropped,1,003_Fish Top R,"[245, 225, 322, 377]"
14,003_Fish Top R/mask/image_14_1_mask.png,mask,1,003_Fish Top R,"[245, 225, 322, 377]"
14,003_Fish Top R/mask_full/image_14_1_mask_full.png,mask_full,1,003_Fish Top R,"[245, 225, 322, 377]"
14,003_Fish Top R/bbox-masked_image/image_14_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[245, 225, 322, 377]"
15,003_Fish Top R/cropped/image_15_0.png,cropped,0,003_Fish Top R,"[249, 258, 323, 382]"
15,003_Fish Top R/mask/image_15_0_mask.png,mask,0,003_Fish Top R,"[249, 258, 323, 382]"
15,003_Fish Top R/mask_full/image_15_0_mask_full.png,mask_full,0,003_Fish Top R,"[249, 258, 323, 382]"
15,003_Fish Top R/bbox-masked_image/image_15_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[249, 258, 323, 382]"
15,003_Fish Top R/cropped/image_15_1.png,cropped,1,003_Fish Top R,"[210, 231, 323, 382]"
15,003_Fish Top R/mask/image_15_1_mask.png,mask,1,003_Fish Top R,"[210, 231, 323, 382]"
15,003_Fish Top R/mask_full/image_15_1_mask_full.png,mask_full,1,003_Fish Top R,"[210, 231, 323, 382]"
15,003_Fish Top R/bbox-masked_image/image_15_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[210, 231, 323, 382]"
16,003_Fish Top R/cropped/image_16_0.png,cropped,0,003_Fish Top R,"[249, 265, 322, 384]"
16,003_Fish Top R/mask/image_16_0_mask.png,mask,0,003_Fish Top R,"[249, 265, 322, 384]"
16,003_Fish Top R/mask_full/image_16_0_mask_full.png,mask_full,0,003_Fish Top R,"[249, 265, 322, 384]"
16,003_Fish Top R/bbox-masked_image/image_16_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[249, 265, 322, 384]"
24,003_Fish Top R/cropped/image_24_0.png,cropped,0,003_Fish Top R,"[0, 255, 17, 317]"
24,003_Fish Top R/mask/image_24_0_mask.png,mask,0,003_Fish Top R,"[0, 255, 17, 317]"
24,003_Fish Top R/mask_full/image_24_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 255, 17, 317]"
24,003_Fish Top R/bbox-masked_image/image_24_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 255, 17, 317]"
25,003_Fish Top R/cropped/image_25_0.png,cropped,0,003_Fish Top R,"[0, 248, 27, 323]"
25,003_Fish Top R/mask/image_25_0_mask.png,mask,0,003_Fish Top R,"[0, 248, 27, 323]"
25,003_Fish Top R/mask_full/image_25_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 248, 27, 323]"
25,003_Fish Top R/bbox-masked_image/image_25_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 248, 27, 323]"
26,003_Fish Top R/cropped/image_26_0.png,cropped,0,003_Fish Top R,"[0, 243, 38, 328]"
26,003_Fish Top R/mask/image_26_0_mask.png,mask,0,003_Fish Top R,"[0, 243, 38, 328]"
26,003_Fish Top R/mask_full/image_26_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 243, 38, 328]"
26,003_Fish Top R/bbox-masked_image/image_26_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 243, 38, 328]"
27,003_Fish Top R/cropped/image_27_0.png,cropped,0,003_Fish Top R,"[0, 228, 50, 333]"
27,003_Fish Top R/mask/image_27_0_mask.png,mask,0,003_Fish Top R,"[0, 228, 50, 333]"
27,003_Fish Top R/mask_full/image_27_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 228, 50, 333]"
27,003_Fish Top R/bbox-masked_image/image_27_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 228, 50, 333]"
27,003_Fish Top R/cropped/image_27_1.png,cropped,1,003_Fish Top R,"[291, 274, 349, 387]"
27,003_Fish Top R/mask/image_27_1_mask.png,mask,1,003_Fish Top R,"[291, 274, 349, 387]"
27,003_Fish Top R/mask_full/image_27_1_mask_full.png,mask_full,1,003_Fish Top R,"[291, 274, 349, 387]"
27,003_Fish Top R/bbox-masked_image/image_27_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[291, 274, 349, 387]"
28,003_Fish Top R/cropped/image_28_0.png,cropped,0,003_Fish Top R,"[0, 211, 60, 338]"
28,003_Fish Top R/mask/image_28_0_mask.png,mask,0,003_Fish Top R,"[0, 211, 60, 338]"
28,003_Fish Top R/mask_full/image_28_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 211, 60, 338]"
28,003_Fish Top R/bbox-masked_image/image_28_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 211, 60, 338]"
28,003_Fish Top R/cropped/image_28_1.png,cropped,1,003_Fish Top R,"[303, 275, 350, 385]"
28,003_Fish Top R/mask/image_28_1_mask.png,mask,1,003_Fish Top R,"[303, 275, 350, 385]"
28,003_Fish Top R/mask_full/image_28_1_mask_full.png,mask_full,1,003_Fish Top R,"[303, 275, 350, 385]"
28,003_Fish Top R/bbox-masked_image/image_28_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[303, 275, 350, 385]"
29,003_Fish Top R/cropped/image_29_0.png,cropped,0,003_Fish Top R,"[0, 214, 71, 343]"
29,003_Fish Top R/mask/image_29_0_mask.png,mask,0,003_Fish Top R,"[0, 214, 71, 343]"
29,003_Fish Top R/mask_full/image_29_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 214, 71, 343]"
29,003_Fish Top R/bbox-masked_image/image_29_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 214, 71, 343]"
29,003_Fish Top R/cropped/image_29_1.png,cropped,1,003_Fish Top R,"[308, 274, 351, 384]"
29,003_Fish Top R/mask/image_29_1_mask.png,mask,1,003_Fish Top R,"[308, 274, 351, 384]"
29,003_Fish Top R/mask_full/image_29_1_mask_full.png,mask_full,1,003_Fish Top R,"[308, 274, 351, 384]"
29,003_Fish Top R/bbox-masked_image/image_29_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[308, 274, 351, 384]"
30,003_Fish Top R/cropped/image_30_0.png,cropped,0,003_Fish Top R,"[0, 217, 79, 347]"
30,003_Fish Top R/mask/image_30_0_mask.png,mask,0,003_Fish Top R,"[0, 217, 79, 347]"
30,003_Fish Top R/mask_full/image_30_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 217, 79, 347]"
30,003_Fish Top R/bbox-masked_image/image_30_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 217, 79, 347]"
30,003_Fish Top R/cropped/image_30_1.png,cropped,1,003_Fish Top R,"[306, 274, 351, 383]"
30,003_Fish Top R/mask/image_30_1_mask.png,mask,1,003_Fish Top R,"[306, 274, 351, 383]"
30,003_Fish Top R/mask_full/image_30_1_mask_full.png,mask_full,1,003_Fish Top R,"[306, 274, 351, 383]"
30,003_Fish Top R/bbox-masked_image/image_30_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[306, 274, 351, 383]"
31,003_Fish Top R/cropped/image_31_0.png,cropped,0,003_Fish Top R,"[0, 218, 86, 350]"
31,003_Fish Top R/mask/image_31_0_mask.png,mask,0,003_Fish Top R,"[0, 218, 86, 350]"
31,003_Fish Top R/mask_full/image_31_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 218, 86, 350]"
31,003_Fish Top R/bbox-masked_image/image_31_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 218, 86, 350]"
31,003_Fish Top R/cropped/image_31_1.png,cropped,1,003_Fish Top R,"[306, 274, 358, 383]"
31,003_Fish Top R/mask/image_31_1_mask.png,mask,1,003_Fish Top R,"[306, 274, 358, 383]"
31,003_Fish Top R/mask_full/image_31_1_mask_full.png,mask_full,1,003_Fish Top R,"[306, 274, 358, 383]"
31,003_Fish Top R/bbox-masked_image/image_31_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[306, 274, 358, 383]"
32,003_Fish Top R/cropped/image_32_0.png,cropped,0,003_Fish Top R,"[1, 222, 92, 354]"
32,003_Fish Top R/mask/image_32_0_mask.png,mask,0,003_Fish Top R,"[1, 222, 92, 354]"
32,003_Fish Top R/mask_full/image_32_0_mask_full.png,mask_full,0,003_Fish Top R,"[1, 222, 92, 354]"
32,003_Fish Top R/bbox-masked_image/image_32_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[1, 222, 92, 354]"
32,003_Fish Top R/cropped/image_32_1.png,cropped,1,003_Fish Top R,"[307, 273, 370, 382]"
32,003_Fish Top R/mask/image_32_1_mask.png,mask,1,003_Fish Top R,"[307, 273, 370, 382]"
32,003_Fish Top R/mask_full/image_32_1_mask_full.png,mask_full,1,003_Fish Top R,"[307, 273, 370, 382]"
32,003_Fish Top R/bbox-masked_image/image_32_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[307, 273, 370, 382]"
33,003_Fish Top R/cropped/image_33_0.png,cropped,0,003_Fish Top R,"[0, 226, 95, 358]"
33,003_Fish Top R/mask/image_33_0_mask.png,mask,0,003_Fish Top R,"[0, 226, 95, 358]"
33,003_Fish Top R/mask_full/image_33_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 226, 95, 358]"
33,003_Fish Top R/bbox-masked_image/image_33_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 226, 95, 358]"
33,003_Fish Top R/cropped/image_33_1.png,cropped,1,003_Fish Top R,"[307, 274, 382, 381]"
33,003_Fish Top R/mask/image_33_1_mask.png,mask,1,003_Fish Top R,"[307, 274, 382, 381]"
33,003_Fish Top R/mask_full/image_33_1_mask_full.png,mask_full,1,003_Fish Top R,"[307, 274, 382, 381]"
33,003_Fish Top R/bbox-masked_image/image_33_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[307, 274, 382, 381]"
33,003_Fish Top R/cropped/image_33_2.png,cropped,2,003_Fish Top R,"[253, 274, 382, 381]"
33,003_Fish Top R/mask/image_33_2_mask.png,mask,2,003_Fish Top R,"[253, 274, 382, 381]"
33,003_Fish Top R/mask_full/image_33_2_mask_full.png,mask_full,2,003_Fish Top R,"[253, 274, 382, 381]"
33,003_Fish Top R/bbox-masked_image/image_33_2_bbox-masked.png,bbox-masked,2,003_Fish Top R,"[253, 274, 382, 381]"
34,003_Fish Top R/cropped/image_34_0.png,cropped,0,003_Fish Top R,"[0, 239, 99, 361]"
34,003_Fish Top R/mask/image_34_0_mask.png,mask,0,003_Fish Top R,"[0, 239, 99, 361]"
34,003_Fish Top R/mask_full/image_34_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 239, 99, 361]"
34,003_Fish Top R/bbox-masked_image/image_34_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 239, 99, 361]"
34,003_Fish Top R/cropped/image_34_1.png,cropped,1,003_Fish Top R,"[309, 273, 393, 381]"
34,003_Fish Top R/mask/image_34_1_mask.png,mask,1,003_Fish Top R,"[309, 273, 393, 381]"
34,003_Fish Top R/mask_full/image_34_1_mask_full.png,mask_full,1,003_Fish Top R,"[309, 273, 393, 381]"
34,003_Fish Top R/bbox-masked_image/image_34_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[309, 273, 393, 381]"
34,003_Fish Top R/cropped/image_34_2.png,cropped,2,003_Fish Top R,"[267, 274, 393, 381]"
34,003_Fish Top R/mask/image_34_2_mask.png,mask,2,003_Fish Top R,"[267, 274, 393, 381]"
34,003_Fish Top R/mask_full/image_34_2_mask_full.png,mask_full,2,003_Fish Top R,"[267, 274, 393, 381]"
34,003_Fish Top R/bbox-masked_image/image_34_2_bbox-masked.png,bbox-masked,2,003_Fish Top R,"[267, 274, 393, 381]"
35,003_Fish Top R/cropped/image_35_0.png,cropped,0,003_Fish Top R,"[0, 243, 101, 364]"
35,003_Fish Top R/mask/image_35_0_mask.png,mask,0,003_Fish Top R,"[0, 243, 101, 364]"
35,003_Fish Top R/mask_full/image_35_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 243, 101, 364]"
35,003_Fish Top R/bbox-masked_image/image_35_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 243, 101, 364]"
35,003_Fish Top R/cropped/image_35_1.png,cropped,1,003_Fish Top R,"[308, 274, 400, 383]"
35,003_Fish Top R/mask/image_35_1_mask.png,mask,1,003_Fish Top R,"[308, 274, 400, 383]"
35,003_Fish Top R/mask_full/image_35_1_mask_full.png,mask_full,1,003_Fish Top R,"[308, 274, 400, 383]"
35,003_Fish Top R/bbox-masked_image/image_35_1_bbox-masked.png,bbox-masked,1,003_Fish Top R,"[308, 274, 400, 383]"
35,003_Fish Top R/cropped/image_35_2.png,cropped,2,003_Fish Top R,"[238, 273, 400, 382]"
35,003_Fish Top R/mask/image_35_2_mask.png,mask,2,003_Fish Top R,"[238, 273, 400, 382]"
35,003_Fish Top R/mask_full/image_35_2_mask_full.png,mask_full,2,003_Fish Top R,"[238, 273, 400, 382]"
35,003_Fish Top R/bbox-masked_image/image_35_2_bbox-masked.png,bbox-masked,2,003_Fish Top R,"[238, 273, 400, 382]"
36,003_Fish Top R/cropped/image_36_0.png,cropped,0,003_Fish Top R,"[0, 247, 103, 368]"
36,003_Fish Top R/mask/image_36_0_mask.png,mask,0,003_Fish Top R,"[0, 247, 103, 368]"
36,003_Fish Top R/mask_full/image_36_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 247, 103, 368]"
36,003_Fish Top R/bbox-masked_image/image_36_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 247, 103, 368]"
37,003_Fish Top R/cropped/image_37_0.png,cropped,0,003_Fish Top R,"[0, 252, 104, 372]"
37,003_Fish Top R/mask/image_37_0_mask.png,mask,0,003_Fish Top R,"[0, 252, 104, 372]"
37,003_Fish Top R/mask_full/image_37_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 252, 104, 372]"
37,003_Fish Top R/bbox-masked_image/image_37_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 252, 104, 372]"
38,003_Fish Top R/cropped/image_38_0.png,cropped,0,003_Fish Top R,"[0, 254, 107, 376]"
38,003_Fish Top R/mask/image_38_0_mask.png,mask,0,003_Fish Top R,"[0, 254, 107, 376]"
38,003_Fish Top R/mask_full/image_38_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 254, 107, 376]"
38,003_Fish Top R/bbox-masked_image/image_38_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 254, 107, 376]"
39,003_Fish Top R/cropped/image_39_0.png,cropped,0,003_Fish Top R,"[0, 258, 110, 380]"
39,003_Fish Top R/mask/image_39_0_mask.png,mask,0,003_Fish Top R,"[0, 258, 110, 380]"
39,003_Fish Top R/mask_full/image_39_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 258, 110, 380]"
39,003_Fish Top R/bbox-masked_image/image_39_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 258, 110, 380]"
40,003_Fish Top R/cropped/image_40_0.png,cropped,0,003_Fish Top R,"[0, 260, 115, 383]"
40,003_Fish Top R/mask/image_40_0_mask.png,mask,0,003_Fish Top R,"[0, 260, 115, 383]"
40,003_Fish Top R/mask_full/image_40_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 260, 115, 383]"
40,003_Fish Top R/bbox-masked_image/image_40_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 260, 115, 383]"
41,003_Fish Top R/cropped/image_41_0.png,cropped,0,003_Fish Top R,"[0, 262, 120, 385]"
41,003_Fish Top R/mask/image_41_0_mask.png,mask,0,003_Fish Top R,"[0, 262, 120, 385]"
41,003_Fish Top R/mask_full/image_41_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 262, 120, 385]"
41,003_Fish Top R/bbox-masked_image/image_41_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 262, 120, 385]"
42,003_Fish Top R/cropped/image_42_0.png,cropped,0,003_Fish Top R,"[0, 264, 127, 388]"
42,003_Fish Top R/mask/image_42_0_mask.png,mask,0,003_Fish Top R,"[0, 264, 127, 388]"
42,003_Fish Top R/mask_full/image_42_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 264, 127, 388]"
42,003_Fish Top R/bbox-masked_image/image_42_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 264, 127, 388]"
43,003_Fish Top R/cropped/image_43_0.png,cropped,0,003_Fish Top R,"[0, 265, 135, 390]"
43,003_Fish Top R/mask/image_43_0_mask.png,mask,0,003_Fish Top R,"[0, 265, 135, 390]"
43,003_Fish Top R/mask_full/image_43_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 265, 135, 390]"
43,003_Fish Top R/bbox-masked_image/image_43_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 265, 135, 390]"
44,003_Fish Top R/cropped/image_44_0.png,cropped,0,003_Fish Top R,"[0, 268, 143, 392]"
44,003_Fish Top R/mask/image_44_0_mask.png,mask,0,003_Fish Top R,"[0, 268, 143, 392]"
44,003_Fish Top R/mask_full/image_44_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 268, 143, 392]"
44,003_Fish Top R/bbox-masked_image/image_44_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 268, 143, 392]"
45,003_Fish Top R/cropped/image_45_0.png,cropped,0,003_Fish Top R,"[0, 270, 153, 394]"
45,003_Fish Top R/mask/image_45_0_mask.png,mask,0,003_Fish Top R,"[0, 270, 153, 394]"
45,003_Fish Top R/mask_full/image_45_0_mask_full.png,mask_full,0,003_Fish Top R,"[0, 270, 153, 394]"
45,003_Fish Top R/bbox-masked_image/image_45_0_bbox-masked.png,bbox-masked,0,003_Fish Top R,"[0, 270, 153, 394]"
45,003_Fish Top R/cropped/image_45_1.png,cropped,1,003_Fish Top R,"[301, 341, 318, 400]"
