scorer,,,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan
labeled-data,cam-2_0514-1549,cam-2_117.png,978.169014,1482.042254,963.51551,1512.407681,994.977843,1512.555391,,,,,,
labeled-data,cam-2_0514-1549,cam-2_118.png,980.701754,1479.824561,963.252033,1511.707317,995.934959,1510.894309,950.081301,1545.365854,,,,
labeled-data,cam-2_0514-1549,cam-2_119.png,981.782946,1475.193798,966.825776,1508.353222,996.181384,1508.353222,956.324582,1544.152745,,,,
labeled-data,cam-2_0514-1549,cam-2_12.png,878.149606,1247.047244,,,925.393701,1259.251969,,,940.551181,1236.614173,917.183771,1234.367542
labeled-data,cam-2_0514-1549,cam-2_120.png,980.694143,1470.281996,966.37744,1507.375271,998.481562,1508.24295,957.266811,1545.336226,,,,
labeled-data,cam-2_0514-1549,cam-2_121.png,978.175313,1467.44186,968.897638,1500.787402,999.80315,1505.11811,959.055118,1544.488189,,,943.307087,1545.669291
labeled-data,cam-2_0514-1549,cam-2_122.png,980.190931,1460.620525,969.451074,1498.806683,1001.193317,1501.431981,961.575179,1542.720764,,,943.198091,1542.959427
labeled-data,cam-2_0514-1549,cam-2_123.png,977.088305,1454.653938,971.052632,1495.263158,1002.894737,1497.894737,961.315789,1540.526316,,,944.736842,1542.368421
labeled-data,cam-2_0514-1549,cam-2_124.png,975.079872,1453.035144,972.202166,1495.848375,1001.083032,1493.501805,961.732852,1539.891697,,,,
labeled-data,cam-2_0514-1549,cam-2_125.png,975.19685,1445.669291,967.642276,1489.756098,1003.089431,1490.243902,962.113821,1538.699187,,,,
labeled-data,cam-2_0514-1549,cam-2_126.png,963.00716,1431.742243,962.926829,1475.447154,993.658537,1478.861789,959.349593,1529.593496,960.620525,1536.27685,940.334129,1535.799523
labeled-data,cam-2_0514-1549,cam-2_127.png,931.236443,1411.930586,940.134228,1452.483221,973.043478,1457.101449,953.913043,1513.623188,976.789588,1533.18872,938.828633,1531.236443
labeled-data,cam-2_0514-1549,cam-2_128.png,920.824295,1404.338395,924.72885,1450.976139,962.906725,1450.10846,949.67462,1514.099783,979.609544,1532.537961,944.034707,1530.802603
labeled-data,cam-2_0514-1549,cam-2_129.png,890.021692,1395.878525,900.867679,1443.167028,939.045553,1442.950108,931.670282,1503.687636,959.436009,1527.982646,920.607375,1526.030369
labeled-data,cam-2_0514-1549,cam-2_13.png,870.607029,1207.348243,874.701671,1258.472554,919.331742,1254.892601,911.217184,1310.97852,939.856802,1310.501193,,
labeled-data,cam-2_0514-1549,cam-2_130.png,890.944882,1395.472441,899.409449,1444.488189,937.204724,1444.685039,927.559055,1507.283465,965.748031,1530.314961,918.390805,1527.586207
labeled-data,cam-2_0514-1549,cam-2_131.png,914.210526,1455.263158,,,947.505423,1466.160521,,,964.736842,1503.947368,932.631579,1498.947368
labeled-data,cam-2_0514-1549,cam-2_132.png,913.043478,1457.971014,,,947.626841,1471.685761,,,,,,
labeled-data,cam-2_0514-1549,cam-2_133.png,913.157895,1450.789474,914.370079,1486.220472,950.0,1477.165354,,,,,,
labeled-data,cam-2_0514-1549,cam-2_134.png,907.042254,1433.802817,908.40708,1479.20354,950.442478,1474.557522,940.265487,1516.371681,970.422535,1513.732394,950.0,1513.028169
labeled-data,cam-2_0514-1549,cam-2_135.png,909.15493,1423.943662,917.787419,1466.160521,955.748373,1464.642082,947.939262,1518.221258,990.492958,1537.676056,947.535211,1535.56338
labeled-data,cam-2_0514-1549,cam-2_136.png,927.464789,1390.84507,935.447154,1442.113821,971.382114,1448.617886,963.577236,1519.186992,993.661972,1529.225352,967.605634,1526.408451
labeled-data,cam-2_0514-1549,cam-2_137.png,954.273504,1332.051282,958.947368,1383.157895,991.842105,1396.052632,974.736842,1491.052632,1007.692308,1535.042735,972.649573,1532.478632
labeled-data,cam-2_0514-1549,cam-2_138.png,979.457364,1277.51938,983.233533,1336.526946,1016.70282,1340.780911,995.661605,1430.368764,1010.465116,1494.186047,983.72093,1480.620155
labeled-data,cam-2_0514-1549,cam-2_139.png,985.271318,1250.387597,992.786885,1312.131148,1022.622951,1315.081967,1004.590164,1401.639344,1022.48062,1459.302326,991.472868,1440.310078
labeled-data,cam-2_0514-1549,cam-2_14.png,872.668113,1205.422993,867.245119,1258.35141,919.956616,1254.229935,910.412148,1320.173536,936.225597,1334.273319,905.633803,1335.915493
labeled-data,cam-2_0514-1549,cam-2_140.png,986.157518,1248.210024,990.526316,1307.368421,1022.368421,1311.842105,1002.105263,1397.631579,1022.434368,1451.073986,986.157518,1433.174224
labeled-data,cam-2_0514-1549,cam-2_141.png,988.421053,1238.947368,986.58147,1295.527157,1024.600639,1303.833866,1006.070288,1388.178914,1036.315789,1447.631579,994.210526,1430.0
labeled-data,cam-2_0514-1549,cam-2_142.png,1049.295775,1060.211268,1044.311377,1126.047904,1076.047904,1130.239521,1044.311377,1221.856287,1055.28169,1289.788732,1023.239437,1260.56338
labeled-data,cam-2_0514-1549,cam-2_143.png,1028.115942,1029.275362,1027.15655,1095.527157,1062.300319,1100.319489,1039.297125,1200.638978,1060.289855,1264.637681,1027.246377,1246.086957
labeled-data,cam-2_0514-1549,cam-2_144.png,1020.072993,925.182482,1026.129032,985.483871,1056.129032,993.225806,1039.354839,1092.580645,1060.218978,1168.248175,1027.737226,1154.379562
labeled-data,cam-2_0514-1549,cam-2_145.png,1017.521368,903.846154,1020.289855,969.275362,1054.202899,974.202899,1036.231884,1073.623188,1058.119658,1143.589744,1023.504274,1127.777778
labeled-data,cam-2_0514-1549,cam-2_146.png,1014.102564,804.700855,1020.422535,873.239437,1054.577465,880.633803,1032.394366,983.450704,1047.008547,1054.700855,1013.675214,1041.880342
labeled-data,cam-2_0514-1549,cam-2_147.png,1015.566038,712.735849,1019.379845,788.372093,1053.875969,785.658915,1040.310078,888.372093,1058.962264,941.509434,1027.358491,939.622642
labeled-data,cam-2_0514-1549,cam-2_148.png,1039.333333,790.666667,1041.197183,850.0,1075.352113,859.859155,1051.408451,946.126761,1066.0,1004.0,1028.16092,978.735632
labeled-data,cam-2_0514-1549,cam-2_149.png,1044.927536,916.231884,1049.224806,977.131783,1084.496124,981.007752,1063.953488,1058.139535,1075.072464,1060.0,1052.173913,1069.275362
labeled-data,cam-2_0514-1549,cam-2_15.png,658.119658,908.974359,658.119658,976.495726,706.410256,982.051282,692.735043,1100.854701,716.239316,1193.589744,695.299145,1185.470085
labeled-data,cam-2_0514-1549,cam-2_150.png,1055.072464,1047.536232,1051.052632,1104.736842,1081.052632,1110.0,1046.315789,1172.368421,1051.594203,1199.42029,1030.724638,1177.101449
labeled-data,cam-2_0514-1549,cam-2_151.png,1034.782609,1120.289855,1031.629393,1172.84345,1062.939297,1172.204473,1031.309904,1229.392971,1041.73913,1240.0,1017.681159,1232.753623
labeled-data,cam-2_0514-1549,cam-2_152.png,1017.253521,1144.014085,1009.507042,1197.887324,1045.070423,1196.830986,1013.732394,1261.619718,1015.140845,1283.450704,989.43662,1275.352113
labeled-data,cam-2_0514-1549,cam-2_153.png,988.741722,1290.397351,1000.958466,1248.881789,1042.492013,1262.939297,1030.351438,1218.210863,1055.960265,1205.629139,1028.753994,1207.348243
labeled-data,cam-2_0514-1549,cam-2_154.png,1035.526316,1521.578947,1041.449275,1471.304348,1077.971014,1479.130435,1055.362319,1415.362319,1076.052632,1352.631579,1045.454545,1360.839161
labeled-data,cam-2_0514-1549,cam-2_155.png,1035.042735,1517.521368,1041.527446,1468.257757,1076.849642,1485.441527,1054.415274,1437.947494,1058.974359,1397.008547,1041.025641,1396.153846
labeled-data,cam-2_0514-1549,cam-2_156.png,1035.380117,1463.157895,,,1069.756098,1466.829268,,,1054.093567,1422.51462,1037.426901,1424.269006
labeled-data,cam-2_0514-1549,cam-2_157.png,1013.947368,1477.368421,,,1051.842105,1478.684211,,,,,,
labeled-data,cam-2_0514-1549,cam-2_158.png,994.202899,1476.521739,,,1032.173913,1478.84058,,,,,,
labeled-data,cam-2_0514-1549,cam-2_159.png,984.883721,1479.844961,,,1022.868217,1481.007752,,,,,,
labeled-data,cam-2_0514-1549,cam-2_16.png,,,882.894737,673.157895,919.736842,689.473684,862.603878,720.221607,861.842105,738.947368,834.492754,730.724638
labeled-data,cam-2_0514-1549,cam-2_160.png,987.536232,1480.57971,,,1021.698113,1480.188679,,,,,,
labeled-data,cam-2_0514-1549,cam-2_161.png,965.726681,1453.796095,978.958785,1486.984816,1015.84507,1473.943662,,,1047.603834,1471.246006,,
labeled-data,cam-2_0514-1549,cam-2_162.png,962.619808,1449.201278,979.330709,1483.267717,1012.992126,1475.984252,,,1057.507987,1495.846645,,
labeled-data,cam-2_0514-1549,cam-2_163.png,978.169014,1357.746479,967.246377,1413.913043,995.942029,1433.043478,950.434783,1520.0,904.225352,1568.309859,915.84507,1537.676056
labeled-data,cam-2_0514-1549,cam-2_164.png,955.555556,1029.487179,942.898551,971.594203,979.710145,965.217391,,,908.119658,896.581197,888.034188,903.418803
labeled-data,cam-2_0514-1549,cam-2_165.png,973.504274,1453.418803,994.941634,1393.385214,1037.743191,1391.439689,1051.750973,1281.712062,1089.316239,1255.982906,1047.008547,1256.837607
labeled-data,cam-2_0514-1549,cam-2_166.png,978.125,1499.479167,991.052632,1431.052632,1025.789474,1425.789474,1020.0,1305.789474,1045.833333,1224.479167,1013.541667,1235.9375
labeled-data,cam-2_0514-1549,cam-2_167.png,,,,,,,,,1063.291139,1414.556962,1036.708861,1418.987342
labeled-data,cam-2_0514-1549,cam-2_168.png,1010.211268,1439.788732,1021.449275,1473.333333,1059.710145,1473.333333,1047.536232,1506.956522,1086.267606,1511.619718,1043.661972,1515.492958
labeled-data,cam-2_0514-1549,cam-2_169.png,1008.490566,1409.433962,1012.140575,1455.910543,1047.284345,1468.690096,1037.699681,1556.230032,1064.622642,1584.90566,1026.886792,1576.415094
labeled-data,cam-2_0514-1549,cam-2_17.png,956.666667,553.333333,953.0,603.333333,989.0,621.0,965.666667,723.666667,981.0,790.0,952.753623,750.724638
labeled-data,cam-2_0514-1549,cam-2_170.png,989.150943,1322.641509,997.777778,1382.666667,1034.222222,1387.111111,1022.093023,1496.511628,1037.735849,1561.320755,1004.895105,1552.447552
labeled-data,cam-2_0514-1549,cam-2_171.png,981.770833,252.083333,989.788732,309.15493,1026.056338,315.492958,1023.943662,420.422535,1053.125,486.458333,1018.75,465.625
labeled-data,cam-2_0514-1549,cam-2_172.png,977.083333,256.25,985.211268,317.605634,1022.887324,321.126761,1018.661972,423.591549,1042.1875,497.395833,1015.625,489.0625
labeled-data,cam-2_0514-1549,cam-2_173.png,975.193798,258.914729,986.261981,316.932907,1021.086262,316.932907,1018.84984,428.753994,1046.124031,499.224806,1017.829457,490.697674
labeled-data,cam-2_0514-1549,cam-2_174.png,932.894737,332.105263,963.732394,387.676056,998.943662,378.873239,1029.225352,479.929577,1066.578947,546.578947,1045.402299,542.528736
labeled-data,cam-2_0514-1549,cam-2_175.png,938.421053,438.421053,965.346535,491.584158,998.514851,486.633663,1027.722772,584.158416,1067.368421,646.842105,1044.303797,648.734177
labeled-data,cam-2_0514-1549,cam-2_176.png,948.881789,474.760383,970.526316,533.684211,1007.105263,525.0,1023.188406,617.391304,1063.258786,674.760383,1041.981132,678.773585
labeled-data,cam-2_0514-1549,cam-2_177.png,981.007752,584.496124,988.75969,554.651163,1022.093023,567.44186,1017.829457,599.224806,1043.410853,659.302326,1018.217054,653.488372
labeled-data,cam-2_0514-1549,cam-2_178.png,942.368421,705.526316,954.273504,671.367521,994.444444,687.606838,994.871795,644.871795,1019.473684,612.894737,1000.0,612.025316
labeled-data,cam-2_0514-1549,cam-2_179.png,886.458333,691.666667,897.126437,724.712644,943.678161,713.218391,,,,,,
labeled-data,cam-2_0514-1549,cam-2_18.png,931.007752,586.821705,935.658915,633.333333,972.093023,626.356589,957.751938,690.697674,975.193798,759.689922,944.444444,743.478261
labeled-data,cam-2_0514-1549,cam-2_180.png,894.444444,696.153846,901.886792,733.018868,947.169811,727.358491,935.377358,764.622642,963.247863,789.74359,925.641026,770.512821
labeled-data,cam-2_0514-1549,cam-2_181.png,940.598291,747.008547,945.686901,800.958466,989.13738,794.249201,984.025559,842.811502,,,,
labeled-data,cam-2_0514-1549,cam-2_182.png,936.619718,789.43662,944.927536,846.666667,984.347826,846.666667,983.188406,926.956522,,,971.884058,932.753623
labeled-data,cam-2_0514-1549,cam-2_183.png,912.820513,1199.145299,911.24031,1137.596899,950.0,1131.007752,924.806202,1022.48062,940.17094,943.589744,911.538462,957.264957
labeled-data,cam-2_0514-1549,cam-2_184.png,845.454545,1443.356643,885.211268,1394.71831,920.070423,1410.211268,963.247863,1320.512821,1032.167832,1272.727273,998.601399,1266.433566
labeled-data,cam-2_0514-1549,cam-2_185.png,944.791667,1385.9375,962.068966,1328.87931,1001.293103,1331.465517,1005.603448,1234.482759,1035.416667,1160.416667,1001.041667,1174.479167
labeled-data,cam-2_0514-1549,cam-2_186.png,950.574713,1363.218391,956.976744,1308.527132,998.449612,1317.44186,1000.775194,1236.046512,1025.862069,1172.413793,996.551724,1176.436782
labeled-data,cam-2_0514-1549,cam-2_187.png,912.264151,1232.54717,927.246377,1279.42029,973.043478,1272.753623,,,1014.622642,1238.207547,990.566038,1244.811321
labeled-data,cam-2_0514-1549,cam-2_188.png,879.233227,1320.447284,896.511628,1281.007752,938.372093,1295.736434,,,993.929712,1250.479233,952.396166,1256.549521
labeled-data,cam-2_0514-1549,cam-2_189.png,881.782946,1502.325581,897.787611,1449.557522,932.743363,1459.292035,940.265487,1381.858407,970.155039,1323.255814,942.635659,1328.682171
labeled-data,cam-2_0514-1549,cam-2_19.png,900.42735,1070.512821,897.863248,1006.837607,944.017094,1010.683761,929.059829,902.991453,935.897436,814.529915,918.076923,830.769231
labeled-data,cam-2_0514-1549,cam-2_190.png,1031.196581,806.837607,1037.264151,870.754717,1071.226415,883.962264,1054.245283,992.45283,1074.358974,1061.965812,1050.0,1057.264957
labeled-data,cam-2_0514-1549,cam-2_191.png,968.604651,249.612403,984.108527,298.062016,1022.868217,293.79845,1022.093023,374.418605,1048.837209,446.124031,1017.829457,432.945736
labeled-data,cam-2_0514-1549,cam-2_192.png,952.816901,218.309859,967.092652,264.217252,1006.389776,253.674121,1000.958466,296.805112,1039.084507,323.591549,994.366197,314.084507
labeled-data,cam-2_0514-1549,cam-2_193.png,926.052632,252.105263,938.77551,275.510204,981.924198,262.390671,,,1014.736842,301.052632,981.578947,303.947368
labeled-data,cam-2_0514-1549,cam-2_194.png,921.72524,258.785942,,,966.901408,263.028169,,,,,,
labeled-data,cam-2_0514-1549,cam-2_195.png,923.239437,259.507042,,,965.811966,259.82906,,,,,,
labeled-data,cam-2_0514-1549,cam-2_196.png,932.907348,258.466454,,,972.916667,259.895833,,,,,,
labeled-data,cam-2_0514-1549,cam-2_197.png,933.760684,257.692308,,,975.193798,256.20155,,,,,,
labeled-data,cam-2_0514-1549,cam-2_198.png,935.377358,261.320755,,,979.236277,256.324582,,,,,,
labeled-data,cam-2_0514-1549,cam-2_199.png,946.226415,253.773585,,,984.984026,251.757188,,,,,,
labeled-data,cam-2_0514-1549,cam-2_2.png,916.052632,283.157895,928.157895,328.947368,972.894737,337.368421,959.736842,373.684211,1001.578947,416.842105,975.263158,415.263158
labeled-data,cam-2_0514-1549,cam-2_20.png,835.897436,1044.444444,842.307692,975.641026,891.452991,985.897436,897.008547,876.495726,929.059829,803.846154,893.913043,806.666667
labeled-data,cam-2_0514-1549,cam-2_200.png,949.57265,252.564103,,,985.202864,250.835322,,,,,,
labeled-data,cam-2_0514-1549,cam-2_201.png,931.304348,334.202899,938.019169,274.760383,970.926518,285.303514,,,,,,
labeled-data,cam-2_0514-1549,cam-2_202.png,838.658147,1014.696486,860.520607,960.954447,896.312364,961.388286,912.581345,839.913232,931.629393,766.773163,901.041667,777.604167
labeled-data,cam-2_0514-1549,cam-2_203.png,857.894737,1386.996904,877.971014,1325.797101,916.521739,1328.695652,916.811594,1222.318841,,,901.408451,1204.929577
labeled-data,cam-2_0514-1549,cam-2_204.png,948.290598,1075.213675,918.84984,1126.837061,950.479233,1138.019169,876.677316,1251.118211,860.25641,1320.512821,835.470085,1296.153846
labeled-data,cam-2_0514-1549,cam-2_205.png,1007.364341,537.596899,1018.26087,602.898551,1057.971014,597.681159,1054.492754,691.884058,1081.007752,751.937984,1050.387597,746.511628
labeled-data,cam-2_0514-1549,cam-2_206.png,960.0,120.263158,964.217252,162.300319,1011.182109,158.146965,1007.348243,199.680511,1036.842105,241.842105,1012.894737,244.473684
labeled-data,cam-2_0514-1549,cam-2_207.png,962.323944,205.985915,966.666667,161.538462,1008.547009,168.376068,,,,,,
labeled-data,cam-2_0514-1549,cam-2_208.png,984.883721,336.046512,981.007752,269.379845,1025.193798,268.604651,1000.0,163.565891,,,,
labeled-data,cam-2_0514-1549,cam-2_209.png,987.209302,331.007752,981.449275,273.623188,1017.971014,263.478261,991.884058,160.289855,,,,
labeled-data,cam-2_0514-1549,cam-2_21.png,831.629393,940.255591,830.670927,984.664537,878.913738,980.511182,888.817891,927.476038,922.683706,857.507987,891.153846,865.384615
labeled-data,cam-2_0514-1549,cam-2_210.png,981.25,331.25,980.28169,274.295775,1020.070423,266.901408,994.014085,157.746479,,,,
labeled-data,cam-2_0514-1549,cam-2_22.png,819.366197,876.408451,822.183099,940.84507,865.84507,932.394366,848.591549,1021.126761,866.901408,1076.760563,834.859155,1044.366197
labeled-data,cam-2_0514-1549,cam-2_23.png,814.084507,878.521127,815.140845,937.676056,863.028169,931.338028,848.591549,1017.605634,882.042254,1086.267606,845.736434,1077.51938
labeled-data,cam-2_0514-1549,cam-2_24.png,815.492958,875.0,821.830986,938.380282,863.028169,934.15493,846.478873,1012.676056,875.352113,1077.816901,842.811502,1066.134185
labeled-data,cam-2_0514-1549,cam-2_25.png,752.713178,1150.775194,755.426357,1082.170543,805.813953,1078.294574,802.713178,957.364341,825.581395,872.48062,789.873418,889.873418
labeled-data,cam-2_0514-1549,cam-2_26.png,787.610619,979.941003,781.710914,1041.887906,824.778761,1048.377581,,,,,,
labeled-data,cam-2_0514-1549,cam-2_27.png,831.887202,440.997831,817.570499,467.0282,854.880694,473.101952,811.062907,538.394794,814.967462,572.668113,790.598291,562.820513
labeled-data,cam-2_0514-1549,cam-2_28.png,852.396166,251.4377,846.00639,315.974441,892.01278,325.239617,880.191693,434.824281,907.98722,500.0,871.354167,486.979167
labeled-data,cam-2_0514-1549,cam-2_29.png,849.224806,255.426357,847.286822,319.767442,894.186047,325.193798,886.821705,428.294574,919.379845,503.488372,883.947368,495.789474
labeled-data,cam-2_0514-1549,cam-2_3.png,905.483871,252.580645,916.129032,298.709677,954.516129,296.774194,945.16129,345.806452,970.645161,376.129032,941.901408,371.830986
labeled-data,cam-2_0514-1549,cam-2_30.png,812.173913,279.42029,829.565217,323.188406,868.405797,311.884058,874.782609,366.086957,906.956522,395.942029,872.641509,398.584906
labeled-data,cam-2_0514-1549,cam-2_31.png,813.365155,277.565632,823.866348,324.821002,864.439141,308.591885,859.427208,367.78043,896.181384,378.997613,851.757188,376.996805
labeled-data,cam-2_0514-1549,cam-2_32.png,816.338583,283.464567,829.330709,329.133858,865.944882,320.275591,861.023622,364.566929,895.07874,379.92126,857.681159,382.898551
labeled-data,cam-2_0514-1549,cam-2_33.png,869.451074,435.083532,867.78043,387.112172,906.682578,388.782816,887.112172,342.959427,,,,
labeled-data,cam-2_0514-1549,cam-2_34.png,850.789474,425.0,,,895.526316,423.947368,,,906.315789,380.0,880.429594,380.190931
labeled-data,cam-2_0514-1549,cam-2_35.png,931.690141,628.521127,924.647887,568.661972,959.507042,560.211268,919.366197,470.422535,919.014085,405.633803,896.478873,417.957746
labeled-data,cam-2_0514-1549,cam-2_36.png,930.633803,971.478873,,,927.816901,902.112676,953.521127,801.408451,961.267606,734.507042,935.833333,743.333333
labeled-data,cam-2_0514-1549,cam-2_37.png,915.384615,963.675214,,,962.393162,925.213675,933.760684,838.888889,944.871795,766.239316,912.820513,780.769231
labeled-data,cam-2_0514-1549,cam-2_38.png,876.677316,922.364217,,,928.115016,932.907348,,,,,,
labeled-data,cam-2_0514-1549,cam-2_39.png,895.207668,826.198083,902.555911,876.038339,946.645367,864.536741,930.990415,915.015974,949.840256,956.549521,918.210863,955.910543
labeled-data,cam-2_0514-1549,cam-2_4.png,904.473684,253.684211,915.0,298.684211,951.315789,296.052632,943.157895,347.631579,965.789474,370.263158,935.915493,364.084507
labeled-data,cam-2_0514-1549,cam-2_40.png,893.333333,825.507246,904.057971,874.782609,947.246377,863.478261,931.304348,917.391304,962.898551,970.144928,926.341463,959.512195
labeled-data,cam-2_0514-1549,cam-2_41.png,895.207668,633.546326,887.539936,662.619808,931.309904,671.565495,916.932907,762.939297,931.309904,818.84984,902.122016,816.445623
labeled-data,cam-2_0514-1549,cam-2_42.png,854.263566,510.852713,852.325581,562.790698,895.736434,574.418605,882.55814,686.434109,896.899225,758.527132,860.344828,733.908046
labeled-data,cam-2_0514-1549,cam-2_43.png,854.273504,507.692308,853.418803,567.094017,891.452991,582.051282,874.358974,693.589744,901.709402,757.264957,858.333333,740.625
labeled-data,cam-2_0514-1549,cam-2_44.png,841.145833,516.666667,851.041667,585.9375,885.9375,585.416667,881.25,696.354167,913.541667,772.395833,876.068376,762.393162
labeled-data,cam-2_0514-1549,cam-2_45.png,840.17094,547.435897,851.282051,609.82906,887.179487,609.82906,885.470085,713.247863,909.401709,795.726496,873.584906,778.301887
labeled-data,cam-2_0514-1549,cam-2_46.png,838.380282,709.507042,853.169014,770.422535,894.014085,774.295775,895.774648,848.591549,925.352113,918.661972,893.006993,904.895105
labeled-data,cam-2_0514-1549,cam-2_47.png,861.619718,873.591549,869.014085,930.985915,908.802817,928.873239,897.535211,999.295775,910.56338,1055.985915,884.375,1046.875
labeled-data,cam-2_0514-1549,cam-2_48.png,859.401709,895.726496,870.08547,959.82906,907.692308,955.128205,898.717949,1042.307692,936.324786,1079.487179,894.366197,1070.774648
labeled-data,cam-2_0514-1549,cam-2_49.png,860.383387,898.083067,867.412141,958.466454,906.070288,952.076677,893.929712,1044.408946,922.364217,1101.916933,894.827586,1098.275862
labeled-data,cam-2_0514-1549,cam-2_5.png,906.086957,249.855072,916.811594,297.971014,954.492754,301.15942,943.188406,347.246377,972.753623,365.217391,947.887324,364.43662
labeled-data,cam-2_0514-1549,cam-2_50.png,837.368421,891.578947,847.631579,953.157895,885.789474,946.052632,885.0,1037.631579,917.368421,1097.368421,883.768116,1086.956522
labeled-data,cam-2_0514-1549,cam-2_51.png,816.613419,884.984026,823.003195,946.325879,864.536741,940.255591,861.980831,1032.268371,893.290735,1088.817891,861.980831,1085.623003
labeled-data,cam-2_0514-1549,cam-2_52.png,799.710145,826.956522,806.376812,886.666667,849.275362,890.724638,844.637681,987.536232,874.202899,1055.072464,847.286822,1048.837209
labeled-data,cam-2_0514-1549,cam-2_53.png,789.855072,805.507246,802.318841,870.144928,842.608696,861.73913,842.898551,952.753623,879.130435,1017.971014,845.774648,1013.028169
labeled-data,cam-2_0514-1549,cam-2_54.png,831.948882,924.920128,842.492013,983.067093,881.789137,979.872204,871.565495,1053.99361,893.290735,1119.808307,867.44186,1110.852713
labeled-data,cam-2_0514-1549,cam-2_55.png,915.503876,1087.596899,906.578947,1048.947368,946.842105,1048.157895,,,,,,
labeled-data,cam-2_0514-1549,cam-2_56.png,946.830986,1265.492958,941.197183,1212.676056,984.859155,1209.15493,960.56338,1143.309859,971.830986,1084.15493,944.210526,1093.157895
labeled-data,cam-2_0514-1549,cam-2_57.png,952.74463,1450.596659,955.131265,1400.954654,997.136038,1403.102625,981.861575,1344.152745,996.658711,1292.362768,973.333333,1298.148148
labeled-data,cam-2_0514-1549,cam-2_58.png,950.0,1450.352113,958.450704,1400.704225,992.253521,1417.253521,978.873239,1351.760563,998.239437,1303.521127,971.014493,1308.405797
labeled-data,cam-2_0514-1549,cam-2_59.png,949.840256,1343.13099,955.271565,1391.693291,992.332268,1385.942492,971.565495,1431.309904,1000.319489,1444.408946,962.368421,1439.473684
labeled-data,cam-2_0514-1549,cam-2_6.png,908.67679,379.175705,914.099783,341.64859,952.711497,348.156182,936.619718,303.873239,957.042254,267.957746,929.073482,280.511182
