scorer,,,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan,jonathan
labeled-data,cam-3_0514-1549,cam-3_24.png,850.438596,995.175439,939.473684,996.929825,926.315789,1056.140351,1042.54386,1035.526316,1076.315789,1082.894737,1089.035088,1023.684211
labeled-data,cam-3_0514-1549,cam-3_25.png,854.824561,994.736842,944.298246,996.052632,926.754386,1056.140351,1057.894737,1037.280702,1081.140351,1080.263158,1082.45614,1034.210526
labeled-data,cam-3_0514-1549,cam-3_26.png,,,873.245614,933.77193,887.719298,993.421053,971.929825,998.245614,1076.754386,1045.175439,1064.912281,997.807018
labeled-data,cam-3_0514-1549,cam-3_27.png,808.77193,926.754386,852.192982,928.070175,857.894737,975.877193,932.45614,970.614035,917.105263,982.894737,924.122807,946.929825
labeled-data,cam-3_0514-1549,cam-3_28.png,1095.175439,926.315789,987.719298,900.877193,967.54386,967.54386,832.017544,912.280702,805.263158,941.666667,,
labeled-data,cam-3_0514-1549,cam-3_29.png,1365.789474,1017.982456,1299.561404,1011.403509,1314.473684,1082.017544,1206.578947,1035.087719,1114.473684,1067.105263,1130.701754,1004.385965
labeled-data,cam-3_0514-1549,cam-3_3.png,1577.647059,1138.823529,,,,,1792.941176,1203.529412,,,,
labeled-data,cam-3_0514-1549,cam-3_30.png,1314.234043,998.93617,1376.468085,1029.255319,1338.170213,1086.702128,1391.361702,1070.212766,1396.680851,1134.574468,1402.531915,1081.382979
labeled-data,cam-3_0514-1549,cam-3_31.png,1191.285714,985.0,1314.857143,1005.714286,1295.571429,1085.714286,1437.714286,1092.142857,1427.714286,1131.428571,,
labeled-data,cam-3_0514-1549,cam-3_32.png,1124.675325,957.792208,1248.051948,970.12987,1233.766234,1042.207792,1429.220779,1038.311688,,,,
labeled-data,cam-3_0514-1549,cam-3_33.png,1125.984252,959.84252,1251.968504,974.015748,1237.795276,1042.519685,1429.92126,1029.92126,,,,
labeled-data,cam-3_0514-1549,cam-3_34.png,1234.142857,1004.285714,1351.285714,1012.857143,1356.285714,1080.0,1552.714286,1062.857143,,,,
labeled-data,cam-3_0514-1549,cam-3_35.png,1215.823529,1031.176471,1330.529412,1040.0,1340.529412,1107.058824,1538.764706,1081.764706,1631.705882,1129.411765,1600.529412,1063.529412
labeled-data,cam-3_0514-1549,cam-3_36.png,1214.285714,1119.480519,1266.233766,1096.753247,1292.857143,1161.688312,1412.987013,1090.25974,1519.480519,1094.805195,1502.597403,1052.597403
labeled-data,cam-3_0514-1549,cam-3_37.png,1027.272727,1162.987013,1069.480519,1153.896104,1081.168831,1207.792208,1178.571429,1170.779221,1231.168831,1196.103896,1209.090909,1142.857143
labeled-data,cam-3_0514-1549,cam-3_38.png,900.529412,1148.823529,952.294118,1141.764706,967.588235,1199.411765,1088.176471,1164.117647,1170.529412,1189.411765,1131.705882,1134.705882
labeled-data,cam-3_0514-1549,cam-3_39.png,720.472441,1103.149606,823.622047,1108.661417,827.559055,1165.354331,996.850394,1151.181102,1113.385827,1182.677165,1091.338583,1138.582677
labeled-data,cam-3_0514-1549,cam-3_4.png,1336.347826,1121.73913,1449.391304,1138.26087,1448.521739,1206.086957,1625.913043,1199.130435,1733.73913,1253.043478,1726.782609,1206.086957
labeled-data,cam-3_0514-1549,cam-3_40.png,417.714286,1105.0,512.0,1110.0,510.571429,1166.428571,679.142857,1141.428571,782.0,1166.428571,748.428571,1117.857143
labeled-data,cam-3_0514-1549,cam-3_41.png,411.403509,1105.701754,512.280702,1110.526316,503.508772,1172.807018,675.438596,1157.017544,755.701754,1210.526316,745.614035,1157.45614
labeled-data,cam-3_0514-1549,cam-3_42.png,653.428571,1111.428571,570.571429,1111.428571,559.857143,1175.0,,,658.428571,1193.571429,643.428571,1140.714286
labeled-data,cam-3_0514-1549,cam-3_43.png,1055.555556,1025.120773,979.710145,1039.613527,992.753623,1107.246377,909.661836,1099.033816,820.289855,1140.57971,830.917874,1085.507246
labeled-data,cam-3_0514-1549,cam-3_44.png,1057.319149,1027.659574,991.361702,1035.106383,998.276596,1096.808511,941.361702,1071.808511,882.319149,1106.914894,883.382979,1052.659574
labeled-data,cam-3_0514-1549,cam-3_45.png,968.428571,1016.428571,1031.285714,1032.857143,1014.857143,1095.0,1064.142857,1077.857143,,,,
labeled-data,cam-3_0514-1549,cam-3_46.png,962.714286,1011.428571,1041.285714,1025.0,1018.428571,1090.714286,1097.714286,1070.0,1105.571429,1117.142857,1114.142857,1074.285714
labeled-data,cam-3_0514-1549,cam-3_47.png,1037.848606,1009.960159,1125.099602,1024.701195,1109.960159,1095.219124,1213.944223,1089.641434,1227.49004,1121.912351,1236.653386,1081.2749
labeled-data,cam-3_0514-1549,cam-3_48.png,1212.882353,1038.823529,1293.470588,1052.352941,1290.529412,1114.705882,1393.470588,1103.529412,1441.705882,1132.941176,1417.0,1088.235294
labeled-data,cam-3_0514-1549,cam-3_49.png,1325.235294,1046.470588,1397.588235,1061.764706,1381.705882,1120.588235,1475.235294,1109.411765,,,,
labeled-data,cam-3_0514-1549,cam-3_5.png,1340.15748,1124.409449,1448.031496,1129.92126,1449.606299,1198.425197,1629.92126,1180.314961,1738.582677,1225.19685,1728.346457,1173.228346
labeled-data,cam-3_0514-1549,cam-3_50.png,1322.222222,1045.410628,1395.169082,1062.318841,1370.531401,1115.458937,1457.004831,1102.415459,1518.357488,1136.714976,1508.695652,1094.68599
labeled-data,cam-3_0514-1549,cam-3_51.png,1325.877193,1048.245614,1396.052632,1056.578947,1372.368421,1112.719298,1460.964912,1099.122807,1496.491228,1155.263158,1494.736842,1096.491228
labeled-data,cam-3_0514-1549,cam-3_52.png,1335.379061,983.032491,1404.33213,1002.166065,1377.978339,1056.6787,1461.01083,1059.566787,1517.32852,1114.079422,1502.888087,1065.34296
labeled-data,cam-3_0514-1549,cam-3_53.png,1342.294118,982.352941,1406.411765,994.705882,1380.529412,1048.235294,1474.058824,1038.823529,1505.823529,1071.764706,1508.764706,1028.823529
labeled-data,cam-3_0514-1549,cam-3_54.png,1332.0,933.571429,1394.857143,959.285714,1369.857143,1012.142857,1453.428571,1015.0,1465.571429,1057.142857,1472.0,1012.857143
labeled-data,cam-3_0514-1549,cam-3_55.png,1368.421053,968.859649,1436.842105,988.596491,1417.105263,1045.614035,1503.070175,1044.736842,1511.403509,1070.614035,1521.929825,1040.350877
labeled-data,cam-3_0514-1549,cam-3_56.png,1385.990338,1055.072464,1475.362319,1054.10628,1483.091787,1110.144928,1607.729469,1081.15942,1607.729469,1100.966184,,
labeled-data,cam-3_0514-1549,cam-3_57.png,1206.763285,1158.937198,1286.956522,1152.173913,1309.661836,1203.864734,1456.038647,1163.285024,,,,
labeled-data,cam-3_0514-1549,cam-3_58.png,847.807018,1180.263158,917.54386,1186.403509,924.561404,1228.947368,1058.333333,1210.087719,1155.701754,1240.789474,1131.578947,1201.315789
labeled-data,cam-3_0514-1549,cam-3_59.png,795.219124,1177.290837,867.729084,1179.282869,879.282869,1230.677291,1024.302789,1213.14741,1115.139442,1247.808765,1105.976096,1209.960159
labeled-data,cam-3_0514-1549,cam-3_6.png,1337.588235,1125.882353,1447.588235,1132.941176,1441.117647,1198.235294,1624.647059,1184.117647,1735.823529,1242.352941,1724.058824,1180.588235
labeled-data,cam-3_0514-1549,cam-3_60.png,790.821256,1179.227053,874.396135,1182.125604,869.082126,1229.468599,1015.942029,1213.52657,1091.304348,1260.869565,1072.463768,1205.797101
labeled-data,cam-3_0514-1549,cam-3_61.png,847.368421,1161.403509,914.473684,1166.22807,902.192982,1218.421053,1001.315789,1195.614035,1086.842105,1224.561404,1070.614035,1182.894737
labeled-data,cam-3_0514-1549,cam-3_62.png,877.777778,1137.198068,940.096618,1138.647343,928.502415,1189.371981,999.033816,1169.082126,1040.096618,1195.169082,1021.73913,1148.309179
labeled-data,cam-3_0514-1549,cam-3_63.png,875.812274,1132.851986,940.433213,1135.379061,925.270758,1186.642599,1004.693141,1159.927798,1025.270758,1195.306859,1022.743682,1149.097473
labeled-data,cam-3_0514-1549,cam-3_64.png,1053.070175,1117.105263,971.929825,1114.035088,963.157895,1178.947368,,,,,,
labeled-data,cam-3_0514-1549,cam-3_65.png,1127.0,1103.529412,1044.647059,1098.235294,1044.058824,1156.470588,938.764706,1130.588235,857.588235,1154.117647,891.705882,1111.176471
labeled-data,cam-3_0514-1549,cam-3_66.png,1128.985507,1104.347826,1048.309179,1099.033816,1053.623188,1159.42029,942.995169,1135.748792,857.487923,1166.183575,871.980676,1120.289855
labeled-data,cam-3_0514-1549,cam-3_67.png,1078.26087,1119.806763,1032.36715,1126.086957,1042.028986,1175.362319,1003.864734,1141.062802,949.758454,1166.666667,956.521739,1129.951691
labeled-data,cam-3_0514-1549,cam-3_68.png,1073.214286,1124.404762,1036.904762,1122.321429,1044.642857,1173.511905,1013.690476,1126.190476,997.619048,1163.392857,988.690476,1115.47619
labeled-data,cam-3_0514-1549,cam-3_69.png,1121.148936,1134.042553,1066.893617,1127.659574,1074.340426,1182.978723,,,996.148936,1176.595745,,
labeled-data,cam-3_0514-1549,cam-3_7.png,1283.766234,1125.324675,1377.922078,1125.974026,1393.506494,1201.298701,1596.753247,1187.012987,,,,
labeled-data,cam-3_0514-1549,cam-3_70.png,1294.68599,1156.521739,1259.42029,1151.690821,1219.323671,1191.304348,1240.096618,1181.642512,,,1222.222222,1165.700483
labeled-data,cam-3_0514-1549,cam-3_71.png,1229.142857,1150.714286,1304.857143,1175.0,1272.0,1229.285714,1360.571429,1214.285714,1412.0,1225.714286,1389.857143,1190.0
labeled-data,cam-3_0514-1549,cam-3_72.png,1190.571429,1104.285714,1299.857143,1137.857143,1287.714286,1205.714286,1425.571429,1219.285714,,,,
labeled-data,cam-3_0514-1549,cam-3_73.png,,,771.148936,1106.382979,777.531915,1153.723404,849.87234,1161.170213,878.595745,1184.574468,872.212766,1146.276596
labeled-data,cam-3_0514-1549,cam-3_74.png,708.21256,1085.990338,791.304348,1100.966184,781.15942,1153.623188,,,883.091787,1193.236715,888.405797,1142.995169
labeled-data,cam-3_0514-1549,cam-3_75.png,875.974026,964.935065,793.506494,991.558442,812.337662,1055.844156,706.493506,1088.311688,613.636364,1138.311688,642.207792,1089.61039
labeled-data,cam-3_0514-1549,cam-3_76.png,1298.550725,802.898551,,,1192.270531,817.874396,1209.661836,771.497585,1275.845411,815.942029,1270.531401,763.285024
labeled-data,cam-3_0514-1549,cam-3_77.png,1397.101449,794.202899,1483.574879,761.835749,1500.0,816.908213,1601.932367,743.478261,1643.961353,755.555556,1627.05314,721.73913
labeled-data,cam-3_0514-1549,cam-3_78.png,1137.012987,1090.25974,1235.714286,1081.168831,1229.220779,1145.454545,1376.623377,1108.441558,1455.844156,1134.415584,1431.168831,1083.116883
labeled-data,cam-3_0514-1549,cam-3_79.png,1147.0,1097.142857,1245.571429,1092.142857,1235.571429,1159.285714,1377.0,1128.571429,1476.285714,1155.714286,1452.0,1104.285714
labeled-data,cam-3_0514-1549,cam-3_8.png,1228.428571,1120.0,1321.285714,1115.0,1338.428571,1189.285714,1534.857143,1159.285714,1626.285714,1208.571429,1594.142857,1137.142857
labeled-data,cam-3_0514-1549,cam-3_80.png,1485.507246,1092.270531,1389.56044,1093.406593,1375.845411,1158.454106,1212.077295,1142.028986,1101.449275,1186.956522,1125.120773,1127.536232
labeled-data,cam-3_0514-1549,cam-3_9.png,1228.571429,1118.181818,1331.818182,1108.441558,1350.649351,1181.168831,1548.701299,1149.350649,1637.662338,1197.402597,1619.480519,1131.818182
