frame,file_loc,stereo_calib_partners,upper_side,video,category,imgpoints_index,stereo_partner
2112,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_2112.png,[],AB,cam-3_15-17-14-calibration,cb_detected,15,[]
2116,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_2116.png,[],AB,cam-3_15-17-14-calibration,cb_detected,16,[]
2120,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_2120.png,[],AB,cam-3_15-17-14-calibration,cb_detected,17,[]
2156,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_2156.png,"[{""video"": ""cam-2_15-17-14-calibration"", ""frame"": 2156, ""imgpoints_index"": 21}]",AB,cam-3_15-17-14-calibration,cb_detected,18,[]
2160,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_2160.png,"[{""video"": ""cam-2_15-17-14-calibration"", ""frame"": 2160, ""imgpoints_index"": 22}]",DA,cam-3_15-17-14-calibration,cb_detected,19,[]
2204,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_2204.png,"[{""video"": ""cam-2_15-17-14-calibration"", ""frame"": 2204, ""imgpoints_index"": 33}]",AB,cam-3_15-17-14-calibration,cb_detected,20,[]
2208,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_2208.png,"[{""video"": ""cam-2_15-17-14-calibration"", ""frame"": 2208, ""imgpoints_index"": 34}]",AB,cam-3_15-17-14-calibration,cb_detected,21,[]
2212,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_2212.png,[],AB,cam-3_15-17-14-calibration,cb_detected,22,[]
2240,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_2240.png,"[{""video"": ""cam-2_15-17-14-calibration"", ""frame"": 2240, ""imgpoints_index"": 38}]",BC,cam-3_15-17-14-calibration,cb_detected,23,[]
3852,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_3852.png,"[{""video"": ""cam-1_15-17-14-calibration"", ""frame"": 3852, ""imgpoints_index"": 123}]",CD,cam-3_15-17-14-calibration,cb_detected,24,[]
3860,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-3_15-17-14-calibration/visualizations/cam-3_15-17-14-calibration_3860.png,[],BC,cam-3_15-17-14-calibration,cb_detected,25,[]
