frame,file_loc,stereo_calib_partners,upper_side,video,category,imgpoints_index,stereo_partner
2160,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2160.png,"[{""video"": ""cam-3_15-17-14-calibration"", ""frame"": 2160, ""imgpoints_index"": 18}]",BC,cam-2_15-17-14-calibration,cb_detected,22,[]
2164,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2164.png,[],AB,cam-2_15-17-14-calibration,cb_detected,23,[]
2168,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2168.png,[],AB,cam-2_15-17-14-calibration,cb_detected,24,[]
2172,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2172.png,[],AB,cam-2_15-17-14-calibration,cb_detected,25,[]
2176,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2176.png,[],AB,cam-2_15-17-14-calibration,cb_detected,26,[]
2180,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2180.png,[],AB,cam-2_15-17-14-calibration,cb_detected,27,[]
2184,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2184.png,[],AB,cam-2_15-17-14-calibration,cb_detected,28,[]
2188,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2188.png,[],AB,cam-2_15-17-14-calibration,cb_detected,29,[]
2192,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2192.png,[],BC,cam-2_15-17-14-calibration,cb_detected,30,[]
2196,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2196.png,[],BC,cam-2_15-17-14-calibration,cb_detected,31,[]
2200,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2200.png,[],BC,cam-2_15-17-14-calibration,cb_detected,32,[]
2204,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2204.png,"[{""video"": ""cam-3_15-17-14-calibration"", ""frame"": 2204, ""imgpoints_index"": 19}]",BC,cam-2_15-17-14-calibration,cb_detected,33,[]
2208,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2208.png,"[{""video"": ""cam-3_15-17-14-calibration"", ""frame"": 2208, ""imgpoints_index"": 20}]",BC,cam-2_15-17-14-calibration,cb_detected,34,[]
2216,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2216.png,[],BC,cam-2_15-17-14-calibration,cb_detected,35,[]
2220,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2220.png,[],BC,cam-2_15-17-14-calibration,cb_detected,36,[]
2236,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2236.png,[],CD,cam-2_15-17-14-calibration,cb_detected,37,[]
2240,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2240.png,"[{""video"": ""cam-3_15-17-14-calibration"", ""frame"": 2240, ""imgpoints_index"": 22}, {""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2240, ""imgpoints_index"": 5}]",CD,cam-2_15-17-14-calibration,cb_detected,38,[]
2244,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2244.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2244, ""imgpoints_index"": 6}]",CD,cam-2_15-17-14-calibration,cb_detected,39,[]
2360,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2360.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2360, ""imgpoints_index"": 7}]",BC,cam-2_15-17-14-calibration,cb_detected,40,[]
2364,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2364.png,[],BC,cam-2_15-17-14-calibration,cb_detected,41,[]
2368,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2368.png,[],BC,cam-2_15-17-14-calibration,cb_detected,42,[]
2376,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2376.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2376, ""imgpoints_index"": 8}]",BC,cam-2_15-17-14-calibration,cb_detected,43,[]
2412,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2412.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2412, ""imgpoints_index"": 11}]",BC,cam-2_15-17-14-calibration,cb_detected,44,[]
2416,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2416.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2416, ""imgpoints_index"": 12}]",BC,cam-2_15-17-14-calibration,cb_detected,45,[]
2420,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2420.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2420, ""imgpoints_index"": 13}]",BC,cam-2_15-17-14-calibration,cb_detected,46,[]
2424,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2424.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2424, ""imgpoints_index"": 14}]",BC,cam-2_15-17-14-calibration,cb_detected,47,[]
2428,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2428.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2428, ""imgpoints_index"": 15}]",BC,cam-2_15-17-14-calibration,cb_detected,48,[]
2432,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2432.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2432, ""imgpoints_index"": 16}]",BC,cam-2_15-17-14-calibration,cb_detected,49,[]
2488,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2488.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2488, ""imgpoints_index"": 19}]",BC,cam-2_15-17-14-calibration,cb_detected,50,[]
2492,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2492.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2492, ""imgpoints_index"": 20}]",BC,cam-2_15-17-14-calibration,cb_detected,51,[]
2504,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2504.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2504, ""imgpoints_index"": 23}]",BC,cam-2_15-17-14-calibration,cb_detected,52,[]
2508,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2508.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2508, ""imgpoints_index"": 24}]",BC,cam-2_15-17-14-calibration,cb_detected,53,[]
2512,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2512.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2512, ""imgpoints_index"": 25}]",BC,cam-2_15-17-14-calibration,cb_detected,54,[]
2516,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2516.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2516, ""imgpoints_index"": 26}]",BC,cam-2_15-17-14-calibration,cb_detected,55,[]
2520,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2520.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2520, ""imgpoints_index"": 27}]",BC,cam-2_15-17-14-calibration,cb_detected,56,[]
2524,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2524.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2524, ""imgpoints_index"": 28}]",BC,cam-2_15-17-14-calibration,cb_detected,57,[]
2528,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2528.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2528, ""imgpoints_index"": 29}]",BC,cam-2_15-17-14-calibration,cb_detected,58,[]
2532,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2532.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2532, ""imgpoints_index"": 30}]",BC,cam-2_15-17-14-calibration,cb_detected,59,[]
2592,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2592.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2592, ""imgpoints_index"": 36}]",BC,cam-2_15-17-14-calibration,cb_detected,60,[]
2596,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2596.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2596, ""imgpoints_index"": 37}]",BC,cam-2_15-17-14-calibration,cb_detected,61,[]
2600,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2600.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2600, ""imgpoints_index"": 38}]",BC,cam-2_15-17-14-calibration,cb_detected,62,[]
2604,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2604.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2604, ""imgpoints_index"": 39}]",BC,cam-2_15-17-14-calibration,cb_detected,63,[]
2608,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2608.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2608, ""imgpoints_index"": 40}]",BC,cam-2_15-17-14-calibration,cb_detected,64,[]
2612,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2612.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2612, ""imgpoints_index"": 41}]",BC,cam-2_15-17-14-calibration,cb_detected,65,[]
2616,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2616.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2616, ""imgpoints_index"": 42}]",BC,cam-2_15-17-14-calibration,cb_detected,66,[]
2620,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2620.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2620, ""imgpoints_index"": 43}]",BC,cam-2_15-17-14-calibration,cb_detected,67,[]
2624,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2624.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2624, ""imgpoints_index"": 44}]",BC,cam-2_15-17-14-calibration,cb_detected,68,[]
2628,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2628.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2628, ""imgpoints_index"": 45}]",BC,cam-2_15-17-14-calibration,cb_detected,69,[]
2648,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2648.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2648, ""imgpoints_index"": 46}]",CD,cam-2_15-17-14-calibration,cb_detected,70,[]
2652,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2652.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2652, ""imgpoints_index"": 47}]",CD,cam-2_15-17-14-calibration,cb_detected,71,[]
2656,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2656.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2656, ""imgpoints_index"": 48}]",CD,cam-2_15-17-14-calibration,cb_detected,72,[]
2660,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2660.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2660, ""imgpoints_index"": 49}]",CD,cam-2_15-17-14-calibration,cb_detected,73,[]
2740,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2740.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2740, ""imgpoints_index"": 50}]",BC,cam-2_15-17-14-calibration,cb_detected,74,[]
2744,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2744.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2744, ""imgpoints_index"": 51}]",BC,cam-2_15-17-14-calibration,cb_detected,75,[]
2756,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2756.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2756, ""imgpoints_index"": 54}]",BC,cam-2_15-17-14-calibration,cb_detected,76,[]
2760,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2760.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2760, ""imgpoints_index"": 55}]",BC,cam-2_15-17-14-calibration,cb_detected,77,[]
2764,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2764.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2764, ""imgpoints_index"": 56}]",BC,cam-2_15-17-14-calibration,cb_detected,78,[]
2768,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2768.png,[],BC,cam-2_15-17-14-calibration,cb_detected,79,[]
2772,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2772.png,[],BC,cam-2_15-17-14-calibration,cb_detected,80,[]
2776,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2776.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2776, ""imgpoints_index"": 57}]",BC,cam-2_15-17-14-calibration,cb_detected,81,[]
2780,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2780.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2780, ""imgpoints_index"": 58}]",BC,cam-2_15-17-14-calibration,cb_detected,82,[]
2784,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2784.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2784, ""imgpoints_index"": 59}]",BC,cam-2_15-17-14-calibration,cb_detected,83,[]
2788,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2788.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2788, ""imgpoints_index"": 60}]",BC,cam-2_15-17-14-calibration,cb_detected,84,[]
2792,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2792.png,[],BC,cam-2_15-17-14-calibration,cb_detected,85,[]
2796,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2796.png,[],CD,cam-2_15-17-14-calibration,cb_detected,86,[]
2812,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2812.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2812, ""imgpoints_index"": 64}]",CD,cam-2_15-17-14-calibration,cb_detected,87,[]
2816,/mnt/c/Users/User/Documents/Studium/Bachelor/deepshapekit-v2/calibration/calib_outputs/cam-2_15-17-14-calibration/visualizations/cam-2_15-17-14-calibration_2816.png,"[{""video"": ""cam-4_15-17-14-calibration"", ""frame"": 2816, ""imgpoints_index"": 65}]",BC,cam-2_15-17-14-calibration,cb_detected,88,[]
